"","Subject","ExperimentName","absmoney1","rewlos","Srewlos","card.RESP","ydata","cardname","stim","time"
"969",2056,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-23
"970",2056,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-23
"971",2056,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-23
"972",2056,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-23
"973",2056,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-23
"974",2056,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-23
"975",2056,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-23
"976",2056,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-23
"977",2056,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-23
"978",2056,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-23
"979",2056,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-23
"980",2056,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-23
"981",2056,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-23
"982",2056,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-23
"983",2056,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-23
"985",2057,"playorpass - Version 1",NA,0,0,NA,2,"D",4,2015-09-24
"986",2057,"playorpass - Version 1",NA,0,0,NA,2,"A",1,2015-09-24
"987",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"988",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"989",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"990",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"991",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"992",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"993",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"994",2057,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1,2015-09-24
"995",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"996",2057,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"997",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"998",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"999",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1000",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1001",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1002",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1003",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1004",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1005",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1006",2057,"playorpass - Version 1",-200,-2,-1,1,1,"A",1,2015-09-24
"1007",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1008",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1009",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1010",2057,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1011",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1012",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1013",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1014",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1015",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1016",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1017",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1018",2057,"playorpass - Version 1",-100,-1,-1,1,1,"A",1,2015-09-24
"1019",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1020",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1021",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1022",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1023",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1024",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1026",2057,"playorpass - Version 1",NA,0,0,NA,2,"D",4,2015-09-24
"1027",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1028",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1029",2057,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-24
"1030",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1031",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1032",2057,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-24
"1033",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1034",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1035",2057,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-24
"1036",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1037",2057,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-24
"1038",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1039",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1040",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1041",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1042",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1043",2057,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1044",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1045",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1046",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1047",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1048",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1049",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1050",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1051",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1052",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1053",2057,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1054",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1055",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1056",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1057",2057,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-24
"1058",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1059",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1060",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1061",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1062",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1063",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1064",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1065",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1067",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1068",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1069",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1070",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1071",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1072",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1073",2057,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1074",2057,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-24
"1075",2057,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1076",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1077",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1078",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1079",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1080",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1081",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1082",2057,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-24
"1083",2057,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1084",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1085",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1086",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1087",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1088",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1089",2057,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1090",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1091",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1092",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1093",2057,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1094",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1095",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1096",2057,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-24
"1097",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1098",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1099",2057,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1100",2057,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1101",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1102",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1103",2057,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1104",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1105",2057,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1106",2057,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1108",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1109",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1110",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1111",2058,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1112",2058,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1113",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1114",2058,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1115",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1116",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1117",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1118",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1119",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1120",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1121",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1122",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1123",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1124",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1125",2058,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1,2015-09-24
"1126",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1127",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1128",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1129",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1130",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1131",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1132",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1133",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1134",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1135",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1136",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1137",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1138",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1139",2058,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1140",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1141",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1142",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1143",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1144",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1145",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1146",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1147",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1149",2058,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-24
"1150",2058,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-24
"1151",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1152",2058,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1153",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1154",2058,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1155",2058,"playorpass - Version 1",-200,-2,-1,1,1,"A",1,2015-09-24
"1156",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1157",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1158",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1159",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1160",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1161",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1162",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1163",2058,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1164",2058,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1165",2058,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1166",2058,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-24
"1167",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1168",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1169",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1170",2058,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1171",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1172",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1173",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1174",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1175",2058,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-24
"1176",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1177",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1178",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1179",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1180",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1181",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1182",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1183",2058,"playorpass - Version 1",-100,-1,-1,1,1,"A",1,2015-09-24
"1184",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1185",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1186",2058,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1187",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1188",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1190",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1191",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1192",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1193",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1194",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1195",2058,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1196",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1197",2058,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-24
"1198",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1199",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1200",2058,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-24
"1201",2058,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-24
"1202",2058,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-24
"1203",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1204",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1205",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1206",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1207",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1208",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1209",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1210",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1211",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1212",2058,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-24
"1213",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1214",2058,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-24
"1215",2058,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-24
"1216",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1217",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1218",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1219",2058,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-24
"1220",2058,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3,2015-09-24
"1221",2058,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-24
"1222",2058,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-24
"1223",2058,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-24
"1224",2058,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-24
"1225",2058,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1226",2058,"playorpass - Version 1",NA,0,0,3,2,"D",4,2015-09-24
"1227",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1228",2058,"playorpass - Version 1",-100,-1,-1,1,1,"A",1,2015-09-24
"1229",2058,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-24
"1231",2060,"playorpass - Version 1",NA,0,0,NA,2,"D",4,2015-09-29
"1232",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1233",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1234",2060,"playorpass - Version 1",NA,0,0,3,2,"B",2,2015-09-29
"1235",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1236",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1237",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1238",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1239",2060,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1,2015-09-29
"1240",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1241",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1242",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1243",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1244",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1245",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1246",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1247",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1248",2060,"playorpass - Version 1",-200,-2,-1,1,1,"A",1,2015-09-29
"1249",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1250",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1251",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1252",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1253",2060,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-29
"1254",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1255",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1256",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1257",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1258",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1259",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1260",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1261",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1262",2060,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-29
"1263",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1264",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1265",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1266",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1267",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1268",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1269",2060,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-29
"1270",2060,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-29
"1272",2060,"playorpass - Version 1",-200,-2,-1,1,1,"D",4,2015-09-29
"1273",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1274",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1275",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1276",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1277",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1278",2060,"playorpass - Version 1",-100,-1,-1,1,1,"A",1,2015-09-29
"1279",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1280",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1281",2060,"playorpass - Version 1",NA,0,0,3,2,"A",1,2015-09-29
"1282",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1283",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1284",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1285",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1286",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1287",2060,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-29
"1288",2060,"playorpass - Version 1",0,0,0,1,1,"C",3,2015-09-29
"1289",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1290",2060,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2,2015-09-29
"1291",2060,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-29
"1292",2060,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-29
"1293",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1294",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1295",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1296",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1297",2060,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1,2015-09-29
"1298",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1299",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1300",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1301",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1302",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1303",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1304",2060,"playorpass - Version 1",NA,0,0,3,2,"C",3,2015-09-29
"1305",2060,"playorpass - Version 1",100,1,1,1,1,"A",1,2015-09-29
"1306",2060,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1,2015-09-29
"1307",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1308",2060,"playorpass - Version 1",50,0.5,1,1,1,"D",4,2015-09-29
"1309",2060,"playorpass - Version 1",50,0.5,1,1,1,"C",3,2015-09-29
"1310",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1311",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
"1313",2060,"playorpass - Version 1",100,1,1,1,1,"B",2,2015-09-29
