"","Subject","ExperimentName","absmoney1","rewlos","Srewlos","card.RESP","ydata","cardname","stim"
"1",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"2",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"3",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"4",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"5",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"6",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"7",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"8",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"9",2049,"playorpass - Version 2",-50,-0.5,-1,1,1,"A",3
"10",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"11",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"12",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"13",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"15",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"17",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"18",2049,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"19",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"20",2049,"playorpass - Version 2",NA,0,0,NA,2,"D",2
"21",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"22",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"23",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"24",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"25",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"26",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"27",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"28",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"29",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"30",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"31",2049,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"32",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"33",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"34",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"35",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"36",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"37",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"38",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"39",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"40",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"42",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"43",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"44",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"45",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"46",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"47",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"48",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"49",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"50",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"51",2049,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"52",2049,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"53",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"54",2049,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"55",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"56",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"57",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"58",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"59",2049,"playorpass - Version 2",NA,0,0,NA,2,"C",4
"60",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"61",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"62",2049,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"63",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"64",2049,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"65",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"66",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"67",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"68",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"69",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"70",2049,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"71",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"72",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"73",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"74",2049,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"75",2049,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"76",2049,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"77",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"78",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"79",2049,"playorpass - Version 2",NA,0,0,NA,2,"C",4
"80",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"81",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"83",2049,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"84",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"85",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"86",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"87",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"88",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"89",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"90",2049,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"91",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"92",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"93",2049,"playorpass - Version 2",-50,-0.5,-1,1,1,"A",3
"94",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"95",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"96",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"97",2049,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"98",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"99",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"100",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"101",2049,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"102",2049,"playorpass - Version 2",100,1,1,1,1,"B",1
"103",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"104",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"105",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"106",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"107",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"108",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"109",2049,"playorpass - Version 2",NA,0,0,NA,2,"C",4
"110",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"111",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"112",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"113",2049,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115",2049,"playorpass - Version 2",0,0,0,1,1,"C",4
"116",2049,"playorpass - Version 2",NA,0,0,3,2,"C",4
"117",2049,"playorpass - Version 2",100,1,1,1,1,"A",3
"118",2049,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"119",2049,"playorpass - Version 2",NA,0,0,3,2,"D",2
"120",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"121",2049,"playorpass - Version 2",NA,0,0,3,2,"A",3
"122",2049,"playorpass - Version 2",NA,0,0,3,2,"B",1
"124",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"125",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"126",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"127",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"128",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"129",2050,"playorpass - Version 2",NA,0,0,3,2,"C",4
"130",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"131",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"132",2050,"playorpass - Version 2",-50,-0.5,-1,1,1,"A",3
"133",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"134",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"135",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"136",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"137",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"138",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"139",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"140",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"141",2050,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"142",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"143",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"144",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"145",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"146",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"147",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"148",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"149",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"150",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"151",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"152",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"153",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"154",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"155",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"156",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"157",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"158",2050,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"159",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"160",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"161",2050,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"162",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"163",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"165",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"166",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"167",2050,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"168",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"169",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"170",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"171",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"172",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"173",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"174",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"175",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"176",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"177",2050,"playorpass - Version 2",NA,0,0,3,2,"B",1
"178",2050,"playorpass - Version 2",NA,0,0,3,2,"B",1
"179",2050,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"180",2050,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"181",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"182",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"183",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"184",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"185",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"186",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"187",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"188",2050,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"189",2050,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"190",2050,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"191",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"192",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"193",2050,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"194",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"195",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"196",2050,"playorpass - Version 2",NA,0,0,3,2,"B",1
"197",2050,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"198",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"199",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"200",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"201",2050,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"202",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"203",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"204",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"206",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"207",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"208",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"209",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"210",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"211",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"212",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"213",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"214",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"215",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"216",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"217",2050,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"218",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"219",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"220",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"221",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"222",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"223",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"224",2050,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"225",2050,"playorpass - Version 2",NA,0,0,3,2,"B",1
"226",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"227",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"228",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"229",2050,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"230",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"231",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"232",2050,"playorpass - Version 2",0,0,0,1,1,"C",4
"233",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"234",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"235",2050,"playorpass - Version 2",100,1,1,1,1,"A",3
"236",2050,"playorpass - Version 2",NA,0,0,3,2,"C",4
"237",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"238",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"239",2050,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"240",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"241",2050,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"242",2050,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"243",2050,"playorpass - Version 2",100,1,1,1,1,"B",1
"244",2050,"playorpass - Version 2",NA,0,0,3,2,"A",3
"245",2050,"playorpass - Version 2",NA,0,0,3,2,"B",1
"247",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"248",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"249",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"250",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"251",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"252",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"253",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"254",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"255",2051,"playorpass - Version 2",-50,-0.5,-1,1,1,"A",3
"256",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"257",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"258",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"259",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"260",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"261",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"262",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"263",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"264",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"265",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"266",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"267",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"268",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"269",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"270",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"271",2051,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"272",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"273",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"274",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"275",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"276",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"277",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"278",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"279",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"280",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"281",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"282",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"283",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"284",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"285",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"286",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"288",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"289",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"290",2051,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"291",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"292",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"293",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"294",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"295",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"296",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"297",2051,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"298",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"299",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"300",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"301",2051,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"302",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"303",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"304",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"305",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"306",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"307",2051,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"308",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"309",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"310",2051,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"311",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"312",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"313",2051,"playorpass - Version 2",-250,-2.5,-1,1,1,"A",3
"314",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"315",2051,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"316",2051,"playorpass - Version 2",NA,0,0,3,2,"C",4
"317",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"318",2051,"playorpass - Version 2",NA,0,0,NA,2,"D",2
"319",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"320",2051,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"321",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"322",2051,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"323",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"324",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"325",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"326",2051,"playorpass - Version 2",100,1,1,1,1,"B",1
"327",2051,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"329",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"330",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"331",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"332",2051,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"333",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"334",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"335",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"336",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"337",2051,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"338",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"339",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"340",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"341",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"342",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"343",2051,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"344",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"345",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"346",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"347",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"348",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"349",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"350",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"351",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"352",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"353",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"354",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"355",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"356",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"357",2051,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"358",2051,"playorpass - Version 2",NA,0,0,3,2,"A",3
"359",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"360",2051,"playorpass - Version 2",NA,0,0,3,2,"D",2
"361",2051,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"362",2051,"playorpass - Version 2",0,0,0,1,1,"C",4
"363",2051,"playorpass - Version 2",100,1,1,1,1,"A",3
"364",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"365",2051,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"366",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"367",2051,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"368",2051,"playorpass - Version 2",NA,0,0,3,2,"B",1
"370",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"371",2052,"playorpass - Version 2",100,1,1,1,1,"A",3
"372",2052,"playorpass - Version 2",100,1,1,1,1,"A",3
"373",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"374",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"375",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"376",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"377",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"378",2052,"playorpass - Version 2",-50,-0.5,-1,1,1,"A",3
"379",2052,"playorpass - Version 2",NA,0,0,3,2,"A",3
"380",2052,"playorpass - Version 2",0,0,0,1,1,"C",4
"381",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"382",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"383",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"384",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"385",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"386",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"387",2052,"playorpass - Version 2",100,1,1,1,1,"A",3
"388",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"389",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"390",2052,"playorpass - Version 2",0,0,0,1,1,"C",4
"391",2052,"playorpass - Version 2",-200,-2,-1,1,1,"A",3
"392",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"393",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"394",2052,"playorpass - Version 2",NA,0,0,3,2,"A",3
"395",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"396",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"397",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"398",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"399",2052,"playorpass - Version 2",0,0,0,1,1,"C",4
"400",2052,"playorpass - Version 2",NA,0,0,3,2,"A",3
"401",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"402",2052,"playorpass - Version 2",0,0,0,1,1,"C",4
"403",2052,"playorpass - Version 2",100,1,1,1,1,"A",3
"404",2052,"playorpass - Version 2",-1150,-11.5,-1,1,1,"B",1
"405",2052,"playorpass - Version 2",-100,-1,-1,1,1,"A",3
"406",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"407",2052,"playorpass - Version 2",-200,-2,-1,1,1,"D",2
"408",2052,"playorpass - Version 2",0,0,0,1,1,"C",4
"409",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"411",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"412",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"413",2052,"playorpass - Version 2",100,1,1,1,1,"A",3
"414",2052,"playorpass - Version 2",NA,0,0,3,2,"B",1
"415",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"416",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"417",2052,"playorpass - Version 2",-150,-1.5,-1,1,1,"A",3
"418",2052,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"419",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"420",2052,"playorpass - Version 2",NA,0,0,3,2,"A",3
"421",2052,"playorpass - Version 2",NA,0,0,3,2,"A",3
"422",2052,"playorpass - Version 2",50,0.5,1,1,1,"D",2
"423",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"424",2052,"playorpass - Version 2",100,1,1,1,1,"B",1
"425",2052,"playorpass - Version 2",-25,-0.25,-1,1,1,"C",4
"426",2052,"playorpass - Version 2",50,0.5,1,1,1,"C",4
