ID,Fit_sep_IGT_Arew,Fit_sep_IGT_Apun,Fit_sep_IGT_K,Fit_sep_IGT_betaF,Fit_sep_IGT_betaP,Fit_sep_SIGT_v1_Arew,Fit_sep_SIGT_v1_Apun,Fit_sep_SIGT_v1_K,Fit_sep_SIGT_v1_betaF,Fit_sep_SIGT_v1_betaP,Fit_sep_SIGT_v2_Arew,Fit_sep_SIGT_v2_Apun,Fit_sep_SIGT_v2_K,Fit_sep_SIGT_v2_betaF,Fit_sep_SIGT_v2_betaP,Fit_sep_SIGT_v3_Arew,Fit_sep_SIGT_v3_Apun,Fit_sep_SIGT_v3_K,Fit_sep_SIGT_v3_betaF,Fit_sep_SIGT_v3_betaP
7072,0.154785418,0.097664861,0.047569407,2.314534059,0.686232801,0.006394199,0.385289571,0.044883463,1.03683938,0.140149168,0.00759414,0.339031842,0.045522056,1.136708484,0.194489934,0.006829376,0.434171014,0.042254021,0.69964618,0.234063224
7073,0.214079793,0.021474072,0.060227803,1.490665749,0.0373707,0.010062318,0.361936934,0.045002192,0.823340896,0.435402828,0.012581578,0.310105231,0.0458427,0.951158923,0.491513483,0.010709453,0.413884231,0.042937841,0.473070362,0.507966458
7074,0.152916495,0.035735972,0.051652706,1.868838783,1.226934892,0.003983843,0.39625373,0.047326051,1.075178131,1.794861142,0.004534077,0.362197764,0.047629756,1.144002436,1.856528937,0.004395135,0.454140092,0.045732262,0.792237618,1.814306722
7075,0.070579096,0.125328834,0.030703241,1.473228561,2.564378131,0.005610872,0.380077972,0.043717277,1.319116382,1.310029619,0.007820614,0.345317952,0.044775981,1.413973099,1.256941874,0.005558509,0.433552836,0.039709901,0.894644041,1.508071989
7076,0.334943582,0.028374316,0.061324198,1.419412005,1.595458733,0.002698847,0.36148156,0.038963484,0.920752386,2.495297663,0.003713954,0.316265982,0.041030773,1.032520515,2.425690505,0.002877754,0.415005845,0.032632779,0.526119474,2.658442062
7077,0.113904952,0.1160693,0.08042574,1.766642583,1.173328984,0.003040973,0.38946402,0.039995351,0.944842416,2.526474246,0.004163343,0.349712054,0.041790712,1.024535465,2.476706001,0.003138773,0.428824977,0.033383588,0.389139926,2.750365044
7078,0.206504233,0.035546106,0.089207168,1.636244751,1.329292529,0.01367959,0.386241915,0.041912345,1.1845774,2.133185087,0.015313142,0.346007877,0.04290168,1.285099709,2.30685593,0.013555759,0.442981237,0.038237052,0.931423931,2.156557655
7079,0.077962386,0.196678028,0.090381065,0.544801587,1.23885008,0.000488087,0.447306204,0.048738417,0.942651562,1.10492827,0.000539789,0.43125641,0.048676157,0.967012946,1.124145966,0.0006417,0.47618671,0.050757898,0.44669066,1.29870546
7080,0.328257582,0.046220341,0.053172192,1.379452937,0.256310325,0.002607349,0.400170171,0.042221808,1.119542341,1.575622145,0.002621048,0.368951194,0.043589176,1.194537867,1.639595988,0.003006923,0.459226303,0.038319937,0.909117776,1.559195919
7082,0.271770407,0.041496742,0.047375928,1.702340702,0.673271842,0.005765735,0.375130583,0.040490716,1.093982318,1.724679238,0.006921906,0.334107067,0.042277174,1.195774946,1.744257615,0.005606468,0.427093077,0.034238164,0.727821699,1.914642224
7083,0.235334098,0.027975307,0.071918915,1.642140864,1.689959006,0.013895222,0.388971447,0.048533214,1.011598029,1.324036604,0.014823422,0.34388244,0.049113816,1.128877816,1.586172028,0.013992672,0.44636002,0.048270918,0.831606928,1.301389479
7084,0.137157051,0.074454646,0.057046684,0.57055684,0.80824622,0.00122743,0.416301933,0.037956848,1.437577315,2.894933473,0.001456023,0.389071551,0.040073972,1.523235992,2.874695177,0.001260931,0.485150336,0.032446161,1.14325214,2.948379967
7085,0.299982026,0.09647133,0.026295314,0.84413465,1.352855239,0.023262649,0.385869806,0.047115762,1.019089998,1.26983359,0.029478597,0.343758491,0.047680471,1.117710511,1.487667962,0.023030114,0.437351699,0.045987513,0.788774833,1.272367161
7086,0.172179654,0.12641773,0.025384485,1.068967255,1.764311215,0.004971047,0.396773185,0.044893045,0.761330296,1.810738588,0.006181684,0.359642136,0.045801415,0.822109886,1.828938306,0.005691032,0.433827192,0.041851439,0.345745417,1.935075427
7087,0.111205611,0.040236083,0.05471904,1.310302424,0.027851266,0.004128255,0.376420602,0.044450947,0.950367492,0.339284781,0.004375249,0.332560474,0.044964768,1.049358622,0.433454297,0.004472284,0.42037509,0.041716555,0.812943637,0.278123011
7088,0.100992655,0.101311224,0.108123823,1.475167993,2.725745725,0.001905783,0.371746923,0.047117023,1.091104696,2.069512365,0.002142133,0.325435557,0.047471212,1.18891559,2.074013055,0.002248676,0.409654834,0.045885321,0.797786391,2.122159277
7089,0.278607075,0.026725254,0.056435543,1.012116966,0.032355046,0.00090927,0.398357449,0.045442575,0.652551229,0.758516917,0.000933352,0.357577801,0.046159631,0.695269248,0.78845986,0.001065732,0.473248266,0.042915409,0.600625166,0.706016199
7090,0.251604543,0.049926407,0.031486804,1.671087288,1.173422679,0.007059226,0.396844564,0.046121743,1.149441549,0.564174714,0.007270183,0.357451342,0.047070122,1.249107234,0.753320853,0.007513391,0.463030025,0.044213517,0.996184915,0.479255445
7091,0.064690909,0.034681641,0.075980814,0.977325313,-0.365745559,0.003154058,0.384935077,0.045737377,0.890046587,0.240772547,0.003186826,0.341785536,0.046565652,0.977226973,0.333365436,0.003483067,0.437662183,0.043363389,0.764903762,0.162891547
7092,0.186456659,0.021958313,0.065111586,1.5970699,1.506350362,0.00243157,0.36494824,0.048424808,0.96205586,1.809463396,0.002112966,0.318667419,0.048484718,1.076528203,1.891723983,0.002850967,0.412477634,0.04915464,0.833419851,1.72231781
7093,0.149451974,0.048623058,0.043542554,1.644992683,1.391886279,0.006663345,0.38206043,0.043132987,1.449211244,0.657511755,0.008274395,0.343343265,0.04429249,1.565112608,0.663412122,0.006473759,0.439281853,0.038584626,1.06533227,0.841536774
7094,0.160453357,0.084936039,0.034921176,0.607397296,2.048293725,0.001765211,0.368226033,0.047119141,0.83197746,0.797955613,0.001768582,0.324104468,0.047475263,0.918268409,0.832683421,0.002076761,0.42146834,0.046387992,0.650304783,0.800535036
7095,0.205984287,0.131898671,0.087330485,1.331859777,1.85231112,0.00363381,0.394059724,0.04595754,1.006723874,1.371962546,0.003850022,0.35695675,0.046799762,1.090102145,1.435633019,0.004016149,0.455045514,0.042523281,0.816822552,1.366827026
7096,0.237553419,0.035841061,0.056723052,1.603405243,2.591811847,0.000577439,0.36735243,0.050508234,0.687556561,2.650652423,0.000628411,0.322928188,0.04994155,0.756457248,2.635112932,0.000673726,0.421371975,0.051258656,0.58165295,2.671888489
7097,0.210245917,0.194187673,0.058954863,1.589761829,1.017577779,0.007743795,0.386997486,0.043069454,1.245238875,2.557837507,0.008940729,0.349381163,0.044046996,1.34778806,2.648579977,0.007650652,0.442292455,0.039429992,0.961733328,2.616774091
7098,0.075142161,0.1312179,0.053344831,1.236493783,0.765574432,0.000434443,0.420092658,0.041608427,0.57252348,1.231545852,0.000529478,0.392654067,0.043004051,0.578245298,1.230814575,0.00054992,0.473708872,0.036976623,0.356793591,1.348960399
7099,0.280380377,0.038097014,0.056253737,1.62245846,2.031540699,0.001067313,0.397592011,0.044071882,0.888249256,2.564564325,0.001311912,0.361205459,0.044997457,0.941186587,2.562513128,0.001306247,0.45084529,0.04129785,0.62117559,2.617326567
7100,0.068121337,0.066302042,0.071466408,0.53360713,1.672747332,0.02127857,0.364979984,0.046549708,1.115304776,0.281069337,0.023853983,0.314802883,0.047880967,1.27236975,0.658189603,0.021437883,0.40736754,0.04458446,0.903655557,0.19207637
7101,0.054764962,0.109916569,0.086109652,1.137090745,0.879085329,0.002868722,0.396132542,0.046155164,1.051124331,1.67835025,0.002638993,0.355857059,0.046812916,1.140143431,1.775003725,0.003271668,0.45550216,0.044832074,0.893178305,1.606058244
7102,0.059226402,0.126213774,0.028174078,1.362722704,1.919428754,0.002186456,0.432298729,0.050532948,1.401134299,1.71940094,0.002999861,0.411238222,0.050195523,1.468723431,1.693451708,0.002352446,0.529202769,0.05356027,0.864789305,1.969837005
7103,0.095491472,0.069624449,0.055842047,1.37498756,0.864749706,0.001288636,0.430802508,0.043134902,1.476071536,1.926073612,0.001621277,0.411638999,0.044160043,1.542320753,1.901474045,0.001469672,0.527494986,0.039461772,0.965516299,2.20825832
7104,0.084530443,0.144585326,0.068412492,1.62289683,2.950407479,0.011978977,0.384676541,0.04670822,0.990137532,0.789400528,0.011924092,0.33772906,0.047456252,1.120721662,1.114521826,0.012370673,0.430305704,0.044987973,0.81680229,0.723369856
7105,0.232432451,0.037569669,0.060320776,1.104704059,0.217188207,0.00939613,0.377780593,0.047167196,1.050448225,2.360256909,0.012743311,0.335893582,0.047651956,1.15154587,2.380482751,0.009446224,0.436705307,0.046266562,0.826800133,2.38751228
7106,0.28504221,0.050788016,0.082689376,1.166218094,1.215688618,0.00154612,0.386939126,0.042020463,1.053789686,2.025744711,0.001627825,0.347552132,0.043137359,1.124658385,2.037284204,0.001805734,0.44093954,0.038391733,0.840265415,2.023290334
7107,0.353616264,0.325668026,0.08716486,2.267521458,1.457993662,0.002061928,0.464922855,0.049970805,1.383052348,1.762784747,0.002760973,0.452350908,0.049781726,1.437386703,1.748766215,0.002392763,0.548429854,0.050350712,1.048593965,1.821859155
7109,0.248153304,0.081650988,0.066266963,2.212092992,0.628218776,0.001034117,0.378377491,0.0460969,1.513756911,1.406002715,0.001165757,0.345284902,0.046732932,1.605268508,1.393005296,0.00122485,0.414554714,0.043641101,1.126553054,1.544115284
7110,0.215560824,0.04114272,0.031839098,1.077145467,2.861384582,0.004937581,0.358128396,0.049989156,0.805248027,1.187638959,0.004822896,0.304376224,0.049927661,0.950181247,1.305914134,0.005293889,0.396455505,0.050395145,0.648564215,1.129839016
7111,0.22336129,0.075198488,0.05642325,1.948325797,1.895433896,0.001961486,0.390802489,0.044580524,1.02436287,1.710438708,0.002007044,0.35192386,0.045495616,1.101882578,1.742303535,0.002275809,0.450402154,0.040918628,0.770670269,1.772331289
7112,0.141271345,0.090579677,0.034512812,1.859427457,1.646199823,0.002375111,0.388516942,0.0465116,1.294954873,1.354529038,0.00209415,0.343943721,0.046833845,1.394099406,1.436374962,0.002763401,0.450163984,0.045290435,1.117225546,1.257267756
7113,0.15924186,0.070817925,0.030300869,0.950027749,1.211734295,0.001234634,0.350598323,0.041143452,0.500976507,0.658849962,0.001219138,0.300223569,0.04269578,0.599305078,0.65044286,0.00142983,0.38883567,0.035737611,0.402525824,0.732149798
7114,0.152299436,0.054996331,0.057381739,1.733493175,-0.335732754,0.003897264,0.381500901,0.043701022,1.622627071,0.679953291,0.004793164,0.347511836,0.044584021,1.724266162,0.680487555,0.00400062,0.448204111,0.040537988,1.26381918,0.762371694
7115,0.25768878,0.032107614,0.050089256,1.361716908,2.153670426,0.007780865,0.37519542,0.046213505,1.096563165,0.448525345,0.00890937,0.335157863,0.046994268,1.213188784,0.563631979,0.0081648,0.430712666,0.04443539,0.907381694,0.3814961
7116,0.08896234,0.070039444,0.033232369,0.867511085,1.274611989,0.000980605,0.36443132,0.036077123,0.969559865,1.448606105,0.000989251,0.326138546,0.038530535,1.06161555,1.422612156,0.001159709,0.410531227,0.028546174,0.773660789,1.575167669
7117,0.222201743,0.030830709,0.081719029,1.392392748,1.340469241,0.0025494,0.363380636,0.045939071,1.019673868,1.281576753,0.002583412,0.320112495,0.046550765,1.127216767,1.328355087,0.002882736,0.416442574,0.044013942,0.806569632,1.309958204
7118,0.072690754,0.040183625,0.145206002,1.010422672,0.926816468,0.000655571,0.378878272,0.044957144,0.653498178,-0.18171592,0.000714612,0.3407985,0.045708622,0.696099021,-0.156945025,0.00076352,0.430466153,0.042467518,0.550599785,-0.21491394
7119,0.315471412,0.048231429,0.055707853,1.309889656,1.14648594,0.001343373,0.424840909,0.054573399,1.278204201,2.492233208,0.001731729,0.401860813,0.053313037,1.33745796,2.473411503,0.001639094,0.47243004,0.058884266,0.609708752,2.840344351
7120,0.140240657,0.065955464,0.036801586,1.018386185,1.112832911,0.000481918,0.385410053,0.04664284,0.830945229,1.059703783,0.000498019,0.350325838,0.046870499,0.877000122,1.06885229,0.000576215,0.432394437,0.045107352,0.740292082,1.027019315
7121,0.15313674,0.039542136,0.03969932,0.854193727,0.813630752,0.002460777,0.368341571,0.043899756,0.970857714,0.574431737,0.002222369,0.321883886,0.044773929,1.082812899,0.634654035,0.002725599,0.419922819,0.040889739,0.823694071,0.545991457
7122,0.256053856,0.166411363,0.120244747,2.366451987,1.06015789,0.001996774,0.393614996,0.045207304,1.148992397,1.565470994,0.001963793,0.348804048,0.045782775,1.233864562,1.603089797,0.002320701,0.456046475,0.043026084,0.929501826,1.557090017
7123,0.064846397,0.089701732,0.03340972,1.450397366,2.331587526,0.001268884,0.359254441,0.041472815,0.922011975,1.470759099,0.001273429,0.313863666,0.042979939,1.024840096,1.460514759,0.001502118,0.404457359,0.036690472,0.729855268,1.536759334
7124,0.060140023,0.100854552,0.074659412,0.727598213,2.832049244,0.001275386,0.436162421,0.049452918,1.276144005,3.62452206,0.001651308,0.418854609,0.049321313,1.350956747,3.590248306,0.001405688,0.459289574,0.050877734,0.542678679,4.072892558
7125,0.072403279,0.068121475,0.230459587,0.741821784,2.663858543,0.003565546,0.399580198,0.048034627,0.806345337,0.947600477,0.004187558,0.363110988,0.048141588,0.855072181,0.984624154,0.004161556,0.449621463,0.047611603,0.52705284,0.937344811
7126,0.093208231,0.191539159,0.071824602,0.350764583,1.600570997,0.01025858,0.363194667,0.046075306,0.605033657,-0.236044361,0.010973041,0.308885101,0.045998689,0.75843179,-0.000660147,0.01038048,0.410251973,0.045073354,0.533989894,-0.323477982
7127,0.087788715,0.026857553,0.064136023,0.835159529,-0.0574506,0.001515829,0.357426172,0.046030659,0.954164639,0.748391238,0.001487173,0.319666139,0.046419114,1.042495096,0.777189361,0.001749492,0.401105384,0.044067779,0.843441224,0.672522772
7128,0.133115462,0.037229807,0.060647697,1.454865905,0.037647847,0.03301949,0.389095193,0.043321438,1.112254871,2.774850617,0.038268154,0.350864181,0.044103187,1.21487248,2.936907094,0.026067691,0.442622302,0.039699793,0.829270785,2.984288552
7129,0.202491455,0.151071806,0.14724363,1.194174052,2.486746166,0.000672305,0.409753689,0.055311817,1.013333004,2.609839674,0.000702384,0.384320925,0.054044544,1.057443298,2.608160542,0.000804617,0.469252677,0.060673634,0.801349073,2.645143709
7130,0.08251843,0.242822471,0.072759462,1.539893099,1.138336339,0.000443805,0.379912911,0.050796809,0.459823893,2.590111338,0.000466418,0.337686856,0.0503499,0.495285978,2.597492436,0.000517839,0.43072824,0.051977085,0.39598549,2.598648441
7131,0.094018974,0.146939012,0.045417831,1.629300522,2.191665159,0.004748898,0.3706949,0.043140931,0.982477497,0.832025549,0.005383808,0.326951219,0.044185923,1.079858536,0.88437945,0.005112588,0.417502365,0.039667329,0.779557355,0.850409478
7132,0.326307666,0.032714586,0.057392556,1.853719551,0.439041354,0.001546712,0.376768509,0.045363072,1.346528089,2.816294859,0.001684741,0.34040721,0.046089554,1.457084783,2.791186093,0.001663331,0.434764597,0.043095508,1.033409149,2.912023244
7133,0.093256975,0.091778417,0.068412154,1.294183358,1.445296797,0.000415138,0.433795414,0.051097002,1.002177242,3.020631058,0.00042546,0.412446663,0.050544119,1.044877854,3.006451957,0.0005013,0.511027941,0.053050164,0.867653114,3.030402667
7134,0.151179949,0.080769277,0.057391765,2.104900803,0.593362826,0.001158958,0.388208669,0.038692997,1.408340246,1.747360548,0.001220171,0.354713057,0.040906828,1.513695282,1.720836407,0.001319963,0.448796028,0.031744782,1.077121463,1.898333484
7135,0.321229814,0.048392861,0.07458479,2.12642578,1.096220547,0.001068578,0.416738473,0.05266196,1.131240431,2.028955066,0.001354923,0.388626159,0.051704572,1.182290909,2.024516195,0.001251917,0.456168553,0.05534994,0.812763101,2.093390835
7138,0.108216202,0.225045482,0.04995417,1.679298544,1.311291172,0.024240083,0.387794092,0.048131396,1.080866659,0.720452804,0.031515258,0.343216257,0.048744817,1.187887071,0.900127534,0.024188725,0.429436695,0.04796985,0.73177495,0.784042287
7139,0.11621169,0.116700355,0.052243442,1.787458255,0.629881361,0.000371069,0.368187665,0.04550157,0.60582277,3.786384262,0.000392743,0.32266745,0.046027108,0.696861894,3.74977065,0.000440555,0.416728019,0.043806231,0.457373019,3.845675011
7140,0.289871216,0.026145345,0.094504373,1.630745894,1.234445617,0.000652717,0.384552714,0.039547211,0.406222912,1.908849144,0.000760748,0.346684266,0.041318513,0.435858146,1.899052284,0.000766054,0.432713896,0.034269754,0.326239454,1.950568314
7141,0.171416544,0.060096879,0.050706024,0.747445518,0.611609786,0.002221793,0.375117238,0.044101289,0.172082024,0.905597016,0.002585491,0.326714261,0.044973922,0.229043377,0.927267253,0.002364273,0.426425532,0.041093957,0.158163834,0.916134787
7142,0.069685566,0.152155425,0.023245853,1.359776727,2.291190416,0.001088387,0.385554526,0.044107281,1.302807156,1.610775233,0.001315091,0.354867578,0.045028866,1.380110766,1.589607745,0.001262453,0.439772377,0.039850342,0.715971694,1.944963576
7143,0.127908374,0.11741288,0.071399487,1.394176007,3.081045463,0.001285207,0.414544424,0.047092923,1.389983633,1.685650708,0.001628183,0.389082323,0.047285972,1.454392667,1.670771583,0.001553239,0.475530717,0.046396165,0.780550181,1.984776607
7144,0.160316239,0.085586014,0.056688732,1.338827719,-0.029341613,0.00513393,0.384554715,0.043458864,0.545894852,1.70396532,0.007628629,0.341367293,0.044578458,0.595692275,1.607154976,0.006327495,0.431718925,0.038857014,0.072087867,1.828546016
7146,0.09087249,0.042823543,0.032590693,0.605318638,2.130023633,0.002843754,0.362550789,0.044402927,1.141270491,0.989078085,0.002779423,0.31753426,0.045444576,1.265179566,1.041483368,0.003255521,0.408829941,0.041248534,0.891982104,1.025141015
7147,0.160864489,0.061783873,0.066211097,1.851768905,1.32248895,0.001259291,0.374767106,0.042835859,0.852911149,1.599136799,0.001431005,0.334932657,0.044187965,0.918203289,1.598382856,0.00158369,0.422349257,0.037681849,0.586617689,1.687475737
7148,0.134039851,0.076279994,0.017052651,1.37531948,1.445249493,0.002137509,0.406081693,0.036540039,1.495745202,1.499215883,0.002625994,0.3758183,0.038979046,1.602029029,1.437576828,0.002012764,0.451874583,0.027199593,0.898252812,1.944778304
7149,0.176385367,0.071321708,0.031307743,1.716316562,2.64341137,0.001523421,0.377371358,0.043274589,0.916514517,2.351939631,0.001702977,0.335916907,0.04429811,1.002019209,2.341037816,0.001690389,0.429903202,0.038978162,0.518292995,2.55506737
7150,0.196117972,0.15783118,0.119744973,1.799993181,1.980798659,0.001452126,0.400708307,0.043595857,1.035902809,1.880126691,0.001751111,0.368172554,0.044539478,1.09024689,1.866209748,0.002023493,0.424366262,0.039884971,0.357599305,2.196729512
7151,0.193993709,0.030098476,0.061202801,1.110426588,-0.206323048,0.003306721,0.37035507,0.044913803,0.651558375,1.074220348,0.003245788,0.321629097,0.045607358,0.75812669,1.161721105,0.00357391,0.419942893,0.042661481,0.583448937,1.00909131
7152,0.082449503,0.073185005,0.086783919,1.097488737,1.011526717,0.002504557,0.366439943,0.042515602,0.511974351,0.939321294,0.002738797,0.315705853,0.043928586,0.596337271,0.955773338,0.002894564,0.415204547,0.037918999,0.316930906,0.999715253
7153,0.172459536,0.036386154,0.031179838,1.055147065,0.978223294,0.010776932,0.367396786,0.04949088,1.051561732,1.246871124,0.012488408,0.32363424,0.049752566,1.170479343,1.40337326,0.01111868,0.405254251,0.049364072,0.782754772,1.248733237
7154,0.171596446,0.154089878,0.05378978,1.290629537,1.543890525,0.001989016,0.424072622,0.046289962,1.212471776,2.518689302,0.002607951,0.399894816,0.046705509,1.260532821,2.499045181,0.002288962,0.524857308,0.046042422,0.926776903,2.579393088
7155,0.194036894,0.02118189,0.067783427,1.300648998,0.798311177,0.000419025,0.393048301,0.061085693,0.246205555,2.149872629,0.000491396,0.354750575,0.058028384,0.248628029,2.151357893,0.000569156,0.434304131,0.068098066,-0.009026088,2.211156766
7156,0.221729743,0.065013643,0.061136327,1.053957144,0.326950569,0.009418589,0.389891122,0.045560476,0.785728104,0.155463118,0.012481017,0.347298915,0.046205996,0.854894447,0.178954192,0.009549606,0.459755275,0.043010499,0.683397479,0.093667833
7157,0.141869956,0.053118156,0.027472998,1.321518446,2.519559337,0.018522565,0.403391369,0.045893224,1.198520337,0.169836906,0.026474987,0.366872994,0.046479986,1.268407073,0.228589841,0.018279162,0.460062984,0.043647509,0.819081604,0.292954779
7158,0.23228286,0.030812451,0.065978578,1.764991181,1.072355655,0.000946984,0.38988343,0.047388971,1.043658809,3.067906786,0.001191116,0.353404706,0.047554896,1.110317486,3.049754418,0.001034233,0.441473347,0.04559102,0.500251559,3.321142026
7159,0.096465115,0.063339971,0.033085587,1.150607844,0.907808056,0.000437441,0.418233107,0.049853867,1.25705329,2.304076935,0.000437921,0.392387105,0.049769897,1.318040954,2.297535496,0.00053318,0.48412672,0.050551944,1.08177686,2.280319193
7160,0.174497567,0.124564054,0.105492214,1.053794518,1.676648735,0.000396878,0.373460926,0.048086324,0.645281797,3.510307273,0.000422711,0.329006302,0.048191766,0.716728749,3.486095364,0.00047557,0.422771733,0.048278834,0.523077965,3.558132278
7161,0.186537147,0.147321454,0.05310094,1.589078898,1.425398397,0.001692579,0.367927354,0.05422663,1.297165966,2.051565788,0.001835685,0.32866145,0.053118191,1.403383756,2.044404195,0.00189831,0.418799929,0.0582117,0.980982512,2.099764116
7162,0.047638031,0.054889477,0.052873913,1.253528161,1.248288389,0.002817206,0.373254807,0.043385722,0.501703994,0.57071661,0.003238945,0.327516302,0.044336106,0.564597903,0.604504602,0.003200341,0.413517893,0.039806378,0.333300586,0.592113141
7163,0.081661463,0.107474689,0.037868322,1.630160319,1.946738973,0.000661985,0.379426197,0.040394165,0.473114367,3.105892634,0.000695366,0.335613623,0.041990702,0.533035786,3.096921715,0.000794401,0.431332206,0.035716933,0.26507671,3.188287159
7164,0.345886556,0.069588184,0.027354478,1.383615061,1.4297346,0.001701073,0.393297198,0.043252793,1.485920632,2.404362326,0.001937704,0.361521249,0.044226912,1.581206281,2.396101466,0.001703679,0.440051681,0.039173726,1.056833158,2.548586436
7166,0.082977409,0.101134241,0.03489352,1.250948031,1.455651924,0.001125207,0.384065551,0.043460466,1.048399613,1.097805546,0.001053666,0.344754707,0.044670312,1.119638533,1.123123558,0.001357214,0.44743175,0.040248538,0.870586354,1.117638397
7167,0.077523089,0.106061704,0.073476432,1.544939625,0.363636557,0.001941797,0.352464674,0.041234967,1.062044209,1.309991909,0.002201672,0.306096037,0.0426577,1.171287713,1.293468444,0.002305945,0.404264254,0.037348155,0.846014245,1.327302718
7168,0.215769327,0.057736354,0.025866557,1.554783342,3.664616388,0.026124241,0.381591613,0.045753746,1.041670993,1.937142449,0.027981948,0.339004162,0.046040857,1.157466409,2.24835078,0.025440806,0.436058493,0.044453305,0.817001775,1.978916519
