"","parameter","ID","blup_session1","blup_session2","blup_overall","subject"
"209","betaP",13,0.102996134010312,0.21694604647718,0.159971090243746,2062
"210","betaP",14,-1.03515876873723,0.145149386946174,-0.445004690895526,2063
"211","betaP",15,0.85490474843093,1.2593146170141,1.05710968272252,2064
"212","betaP",16,-0.52179500015502,0.771135818594176,0.124670409219578,2065
"213","betaP",17,0.519850837901844,0.360119135535008,0.439984986718426,2066
"214","betaP",18,0.477531197792873,1.04121528322229,0.759373240507582,2067
"215","betaP",19,1.40506927546624,1.89558781581378,1.65032854564001,2068
"216","betaP",20,1.75634061506586,2.21431768625392,1.98532915065989,2069
"217","betaP",21,1.41701935829555,1.39402563321209,1.40552249575382,2070
"218","betaP",22,0.258941231012861,1.10841523884394,0.683678234928401,2071
"219","betaP",23,2.42991946812233,2.95422975104412,2.69207460958323,2072
"220","betaP",24,0.90471855319577,1.91492435127322,1.40982145223449,2073
"221","betaP",25,0.649138962364911,1.17168246166019,0.910410712012549,2074
"222","betaP",26,0.615393970921807,2.75982100725218,1.68760748908699,2075
"223","betaP",27,-0.292491608098408,1.27687065841921,0.492189525160399,2076
"224","betaP",28,0.703574821012904,2.13745211124985,1.42051346613138,2077
"225","betaP",29,-1.54024364876236,0.206178548690664,-0.667032550035846,2078
"226","betaP",30,1.40262416414926,1.2133423514844,1.30798325781683,2079
"227","betaP",31,0.383178955633978,0.442234029454652,0.412706492544315,2080
"228","betaP",32,0.415143568773869,1.40480463061441,0.909974099694137,2081
"229","betaP",33,-0.264438901441413,-0.154960372330957,-0.209699636886185,2082
"230","betaP",34,0.989744742586405,0.381160048168052,0.685452395377228,2084
"231","betaP",35,-0.388976760477597,0.0814635292908712,-0.153756615593363,2085
"232","betaP",36,1.91768281246461,1.88415076201466,1.90091678723963,2086
"233","betaP",37,0.450466108907431,1.74467876000269,1.09757243445506,2087
"234","betaP",38,0.899625930023292,1.1514123929634,1.02551916149335,2088
"235","betaP",39,0.388594807910883,1.65197901837161,1.02028691314125,2089
