"","subjID","Fit_sep_sess2_Arew","Fit_sep_sess2_Apun","Fit_sep_sess2_K","Fit_sep_sess2_betaF","Fit_sep_sess2_betaP"
"1",2049,0.154966184343229,0.0449732813482472,0.0524718821644111,0.294796332667648,0.395786374399558
"2",2050,0.0966546362036608,0.134314328826881,0.0696436698541108,2.59036391094584,1.3453938585392
"3",2051,0.0839527150624714,0.109148219311903,0.0617511543161652,1.25878935294903,0.873881799289923
"4",2052,0.0906118305784015,0.137254633129201,0.0514432972344499,2.66149080505962,0.804357892206864
"5",2053,0.138431538079697,0.0656730395997717,0.0633150430653841,2.59533902287577,2.16965750129099
"6",2054,0.0681231230825299,0.0748356339726658,0.0636231447641742,0.670216865474404,-0.471976348598292
"7",2055,0.275045475715167,0.0316237734283926,0.0671054951525385,2.20625451336191,0.612026467168767
"8",2056,0.108259144776868,0.0676834433288542,0.0670983626160035,1.39955696350666,-0.746449992591504
"9",2058,0.275616420710047,0.0614385162661893,0.0581976767773976,2.00886120584837,1.66181958672071
"10",2060,0.291883119186106,0.0448758655795115,0.0630279094330787,2.36763881135924,1.14169575810147
"11",2061,0.11988898190283,0.116670711844318,0.0629502050916978,2.19170360148443,1.48621827686127
"12",2062,0.118658940526157,0.0389757675581904,0.0577215486082016,0.9112530559594,0.200728675576487
"13",2065,0.246768478700703,0.0374303343959637,0.0564706386289528,1.54844782890625,0.907341859501139
"14",2066,0.0756349868487423,0.16006071094649,0.0591284023364264,1.30936525553205,0.317398472330443
"15",2068,0.0548240492047365,0.11174957058464,0.0483294687490135,1.90269908344497,1.79423843205543
"16",2069,0.0663526305780518,0.0872648072974925,0.0490426988684039,1.77636015580585,2.03454026738736
"17",2070,0.0961943777430218,0.0797208841478525,0.0428255975143108,2.27281053043692,1.16976125109767
"18",2071,0.03325724952172,0.150648932033396,0.0567837198960925,-0.0990140466376478,1.14779632542663
"19",2072,0.0689706388506757,0.214824302987595,0.058494401997682,1.4601435711259,2.78445078238212
"20",2073,0.288708037902709,0.148598004328157,0.0761234758207138,1.84109038152059,1.88954725683609
"21",2074,0.2152334647208,0.0855585727292394,0.0613081329280132,3.07070525341711,1.18398968201143
"22",2075,0.0533871606117977,0.12075134206463,0.0561545845816386,0.851455183649034,2.98473760640154
"23",2076,0.162260143725295,0.0576101414565802,0.0808181215048176,0.690006681919798,1.43458745170828
"24",2077,0.131152422818361,0.0807012335427587,0.0618376714369918,1.47729253523188,2.26449565740916
"25",2078,0.0255518501791354,0.200633374537448,0.0578293942555837,-1.55289161752764,0.478021187078488
"26",2079,0.0553638328952741,0.0950889136753825,0.048104062902247,1.46311881860625,1.03607319136937
"27",2080,0.255803950356286,0.048885222082341,0.0602871499440448,1.37807903077006,0.384717366010513
"28",2081,0.101699671293995,0.0963462203298108,0.0628322985782596,2.49495876096951,1.57357474029519
"29",2082,0.417608228922488,0.0565367564716987,0.0610968731477787,1.37480274460535,-0.152199446970584
"30",2084,0.0911933993850905,0.0914978931197999,0.0592211277250816,2.61834853167199,0.191483045673137
"31",2085,0.186977557672528,0.0583500926105862,0.0577921454706628,0.3657667192801,0.151793674455916
"32",2087,0.040375525948203,0.0903836974684346,0.0420299420919671,0.942647917835429,1.91316492132449
"33",2088,0.178903300074879,0.0383496756131504,0.0702412403803021,1.07364151770142,1.10734002849643
"34",2089,0.118943594800174,0.0876106662596333,0.0537252978823011,1.56498734107568,1.68220165731044
"35",2091,0.176353543427066,0.116304885298446,0.0578797350125589,2.63577401017456,0.242553489507523
"36",2092,0.0791023714164493,0.169200878362799,0.0714036113276304,2.16252876312478,1.73804293185672
"37",2095,0.291179083004103,0.0403978149383814,0.0539701575459051,0.941680385300987,1.0832242354004
"38",2097,0.111236034327422,0.0769485197805617,0.0806017263525244,0.930550545897984,1.72973711904934
"39",2099,0.0601828050783233,0.0978150967272176,0.0639598887214188,1.59586127986272,0.633873332811728
