ID,Arew,Apun,betaF,betaB,Arew_qnormed,Apun_qnormed
5336,0.079289154,0.037120185,0.040834914,0.802804991,-1.615977251,-1.8888792
5337,0.052141157,0.023032713,-4.091913133,1.175352405,-1.699140028,-2.107041576
5342,0.087234064,0.034550114,1.625358332,0.926888783,-1.492195595,-1.917537104
5343,0.059227262,0.051181373,6.878037212,0.410996567,-1.605850069,-1.66693088
5346,0.159711231,0.102528843,4.467764366,0.719446371,-1.037382153,-1.303422231
5001,0.058122809,0.139995208,2.446385144,0.837783268,-1.707287956,-1.125673841
5002,0.056912838,0.084338088,-0.632191131,0.691309033,-1.773129437,-1.426483686
5003,0.042736373,0.089691332,3.992323227,0.737108935,-1.798839849,-1.387203067
5004,0.055126497,0.074908057,-3.151137428,1.422901327,-1.769967325,-1.500933958
5006,0.129598593,0.031056957,0.385945383,1.163435257,-1.290172329,-1.980894021
5007,0.083165106,0.040593256,-1.202767023,0.557669848,-1.602087508,-1.828037528
5009,0.060579173,0.058070384,-0.458586541,0.660648197,-1.754244078,-1.647676316
5012,0.056206987,0.050409507,7.704581888,1.02179802,-1.633205917,-1.669474391
5020,0.054225715,0.030476588,-1.671528999,0.94720411,-1.788808895,-1.965003157
5023,0.038312379,0.039707902,2.888956931,0.645294573,-1.985405692,-1.826790131
5028,0.106223025,0.024734079,0.705230683,0.663078276,-1.417661537,-2.067368397
5034,0.066301694,0.043172586,9.180417287,0.720447802,-1.528906227,-1.735177502
5039,0.37056677,0.022696185,-2.648788429,0.785974028,-0.38970274,-2.084012151
5048,0.07269212,0.035837999,-0.46520903,0.600091697,-1.710637341,-1.911584498
5051,0.124152818,0.036728484,0.463802536,1.259674142,-1.332309578,-1.899890001
5056,0.043281667,0.062873346,-0.813159788,0.734008984,-1.90328272,-1.596263062
5060,0.041989227,0.059565675,-1.307133911,1.219700241,-1.90399972,-1.634971929
5075,0.102029034,0.038134999,5.181958729,0.521709542,-1.31716051,-1.856129717
5079,0.098249618,0.033605674,-0.528550665,1.022397028,-1.505539836,-1.928665393
5080,0.116138548,0.076119431,2.032763059,1.094104884,-1.346987576,-1.511571553
5090,0.086135378,0.043286231,4.303900307,1.394323721,-1.429780042,-1.759646636
5091,0.163533549,0.109631697,2.797194208,0.643820962,-1.054591784,-1.252587328
5094,0.083312818,0.035553405,3.233067882,0.855704386,-1.469593563,-1.883810932
5098,0.104498537,0.065054559,8.628070149,0.780255821,-1.285949576,-1.535019213
5101,0.250051574,0.024031077,2.06089564,1.168638715,-0.793384601,-2.076818907
5103,0.086743362,0.030368006,-0.474027218,0.879341039,-1.572925914,-1.989767657
5118,0.073434033,0.038362706,0.55322678,0.697183046,-1.712423493,-1.853671787
5123,0.307778894,0.145386785,5.045275877,0.773079741,-0.519393116,-1.069526769
5124,0.032233768,0.151740067,1.03085754,0.272967467,-1.999621375,-1.074836915
5125,0.088311898,0.035750094,-0.746189341,0.695047441,-1.557965295,-1.898082949
5126,0.09550414,0.131074643,3.178729396,0.749914457,-1.368470295,-1.149701696
5127,0.069295817,0.047301632,8.016560696,1.071616909,-1.523469893,-1.699807698
5131,0.076871138,0.041610258,-0.466155184,0.882971352,-1.668109919,-1.822382593
5136,0.199535456,0.030474216,2.169851142,1.021122601,-0.91927529,-1.96402371
5137,0.127946511,0.02803866,-0.403843708,0.727131695,-1.34403826,-2.008791625
5146,0.152760774,0.064195884,4.139900386,0.828390815,-1.114666389,-1.585186092
5149,0.12704905,0.060364212,6.539407106,0.820969588,-1.183399277,-1.585663845
5160,0.014300988,0.079220995,-5.618516175,1.128590528,-2.439787041,-1.446732114
5161,0.030615558,0.064492262,-2.94730134,0.862048677,-2.097282421,-1.576917746
5165,0.096116017,0.064923805,4.490310735,0.586638517,-1.414831704,-1.57136237
5177,0.203465775,0.020030825,3.483083635,1.01631895,-0.896199922,-2.143127231
5180,0.151908417,0.113201715,7.085408585,1.293954674,-1.051472775,-1.223777132
5187,0.033068099,0.064115343,4.553086839,1.112123222,-1.966455905,-1.567512769
5194,0.062576952,0.16429835,1.79738322,0.93443356,-1.654473641,-1.005019781
5200,0.254093437,0.034539932,-2.216374977,0.896709009,-0.850428611,-1.924936552
5202,0.046882421,0.041148903,3.999929614,0.472315336,-1.755001262,-1.794823369
5203,0.094933856,0.033944644,-0.213932011,0.803086176,-1.509799725,-1.92192932
5204,0.071405533,0.042189986,9.404594536,0.739558228,-1.496787162,-1.755490454
5205,0.021466036,0.043920461,3.695913011,0.706294206,-2.192813326,-1.762249343
5208,0.048445935,0.056942288,6.270244485,1.288399551,-1.713132617,-1.612559172
5209,0.034937563,0.043978932,1.681746355,0.492495598,-2.081778464,-1.79071835
5212,0.06011096,0.038562121,3.404239049,0.467969188,-1.649841263,-1.846957887
5215,0.047083,0.022212641,-3.790574663,0.939550906,-1.840047741,-2.227818868
5223,0.078844887,0.024141181,-0.133403804,0.840079843,-1.643767925,-2.073079777
5226,0.250078944,0.031584037,1.123525749,0.801730074,-0.788138985,-1.952621892
5228,0.094783167,0.031676249,-0.868452496,0.08517103,-1.579806723,-1.960104637
5230,0.087384491,0.03918978,6.037212491,0.644286638,-1.408464264,-1.812883081
5234,0.055877758,0.067338297,0.169977678,0.828811116,-1.815640974,-1.5730504
5242,0.103190834,0.037044592,-0.192382903,0.223466324,-1.619114283,-1.912092901
5249,0.062655537,0.072401037,-2.399698439,1.122818218,-1.900065753,-1.514232818
5262,0.076862722,0.033491905,-2.482533504,0.859853532,-1.601202366,-1.933637191
5263,0.119454842,0.023611272,-0.678999943,0.874491942,-1.384815866,-2.083317556
5266,0.172887308,0.047184079,4.310276926,1.182183312,-1.008281164,-1.758838701
5267,0.155854503,0.065888698,1.904327898,0.913232057,-1.1552927,-1.603114553
5278,0.120308015,0.021049699,2.653068815,1.133069233,-1.257331411,-2.120674962
5279,0.042996872,0.040363788,0.117530387,0.804038564,-1.928122783,-1.836883135
5287,0.059644135,0.029604547,-1.219730668,0.782732249,-1.829830602,-1.979038987
5295,0.079958649,0.029315625,-0.846970134,0.718038076,-1.633512874,-1.986158475
5296,0.027546699,0.078396821,3.169489277,0.736822952,-2.054501717,-1.468855457
5304,0.047639083,0.04557863,0.086940715,0.1428146,-1.88729478,-1.790437279
5306,0.061162863,0.028837612,0.326154759,0.881809411,-1.773085038,-2.00466089
5309,0.256502666,0.040904238,2.133400413,1.010436083,-0.766950211,-1.837231769
5314,0.080080955,0.04005332,4.433505549,1.308794994,-1.476924805,-1.817491021
5320,0.069166113,0.061029668,11.24620897,1.012365321,-1.513599692,-1.566895035
5323,0.044940806,0.045579584,-0.285746025,1.001267966,-1.886213043,-1.770949692
5325,0.063473393,0.053409202,-1.619227507,0.928087435,-1.703309005,-1.702013135
5326,0.09048114,0.023475969,2.104140703,0.996647211,-1.483922067,-2.084364889
5331,0.04913088,0.074867226,3.905732924,0.517553092,-1.710642693,-1.481464407
5334,0.110948652,0.017580958,3.70578925,0.910565168,-1.334624297,-2.224809221
5341,0.179240948,0.02083041,2.672041813,1.193941788,-1.054964051,-2.155136347
5345,0.06104746,0.036108101,-0.022088233,1.173615503,-1.73419422,-1.903281957
5347,0.043598807,0.070958072,1.179310948,0.740109558,-1.868641652,-1.526422559
5348,0.036638079,0.062650689,3.671232241,0.848412737,-1.964887411,-1.594573551
