ID,Arew,Apun,betaF,betaB,Arew_qnormed,Apun_qnormed
5002,0.025782222,0.106802916,-0.072054175,0.874838731,-2.062566267,-1.382383695
5004,0.039353491,0.047803879,-1.791051992,1.36084551,-1.89547228,-1.761623299
5015,0.051739808,0.019677641,1.261253096,1.401280162,-1.778671236,-2.226558715
5016,0.02069997,0.070369378,7.80676709,2.087733156,-2.127134241,-1.508879749
5020,0.057864588,0.028751086,1.793378768,1.331911299,-1.693496347,-2.011705991
5033,0.041638419,0.031816873,0.787552774,0.837947773,-1.851668177,-1.95650613
5039,0.025028357,0.031390671,3.114166292,1.026792272,-2.074950921,-1.941486651
5040,0.036269053,0.067898438,2.026903556,0.570364739,-1.895869752,-1.557717644
5042,0.037772785,0.024601119,0.800558269,0.213797582,-1.890408916,-2.095782595
5061,0.079803545,0.021987085,-0.102539443,1.132013375,-1.549047674,-2.133877417
5064,0.039888141,0.026545101,-1.199050163,0.808358488,-1.878409657,-2.071973239
5066,0.057266618,0.048766513,12.17332419,1.628195065,-1.618195796,-1.684528826
5070,0.080876111,0.104557444,2.464742867,1.043340462,-1.509918604,-1.305026876
5080,0.08520013,0.025248995,3.449731767,1.645849914,-1.468131316,-2.067918979
5083,0.051836933,0.015276023,1.403828208,0.398161385,-1.758868813,-2.278662137
5093,0.039889167,0.034774507,-2.058385774,0.711600803,-1.89344022,-1.921954319
5096,0.019796994,0.116737921,4.38439393,0.479844978,-2.163348598,-1.244558424
5101,0.06693585,0.023744118,-0.363553839,1.931353023,-1.639318703,-2.099347454
5104,0.036254698,0.050732512,0.924477552,0.957098711,-1.913365221,-1.722756861
5105,0.0429441,0.047689539,2.135744363,1.274157419,-1.816284481,-1.748808478
5110,0.05356774,0.025603029,-0.681220849,1.157082456,-1.766400074,-2.075122534
5116,0.021405127,0.155206473,-2.413809879,1.306316877,-2.138428534,-1.028837764
5117,0.062398324,0.017077803,0.251832039,0.629711675,-1.668987041,-2.227953795
5128,0.052154823,0.021493088,0.885525637,0.669335675,-1.777754853,-2.142960913
5132,0.029827614,0.051303977,7.241467637,1.042475014,-2.353229583,-1.810340934
5138,0.092638471,0.054771848,13.56109317,1.567772052,-1.356137504,-1.621703175
5140,0.051496423,0.020215977,0.327846704,0.851602847,-1.771707853,-2.158550079
5146,0.039458057,0.053407327,-0.406849158,1.280200419,-1.874728199,-1.696852509
5151,0.049902597,0.025458463,0.670066907,1.163777213,-1.774629096,-2.067418883
5152,0.060257827,0.020964724,7.117724111,1.14121914,-1.60346055,-2.121269365
5165,0.040381427,0.063448043,7.434649208,1.495336864,-1.800218038,-1.555683741
5175,0.041802255,0.072551613,-0.015268947,1.271809066,-1.84294795,-1.510171572
5179,0.080187808,0.081595451,7.594100403,1.493565444,-1.436674023,-1.416998397
5180,0.060477912,0.09406843,8.666768211,1.79344745,-1.58096359,-1.33959742
5186,0.029286338,0.036451147,4.342119614,0.809398943,-2.001017341,-1.854568071
5198,0.04378899,0.031220596,5.813971405,0.996635071,-1.780540941,-1.913011771
5199,0.0327822,0.040823748,5.481600464,0.739778333,-1.907981367,-1.794546208
5209,0.053753968,0.022458465,0.669753839,0.467423618,-1.73221439,-2.121108962
5228,0.047916113,0.03515246,-1.664491627,0.435258247,-1.802358531,-1.938971092
5265,0.043369303,0.037572254,6.499127808,1.13393015,-1.77004835,-1.818297916
5001,0.026228655,0.077303452,5.395283036,0.223754293,-2.000462964,-1.483548344
5007,0.042580738,0.02523636,-0.395806835,0.706261303,-1.855049461,-2.066735367
5009,0.047252036,0.025558574,-1.050141517,0.150089927,-1.848671701,-2.06310855
5012,0.069407576,0.090192928,11.02706293,1.618443937,-1.515087982,-1.355371665
5014,0.090622951,0.154109345,6.583577863,1.198425754,-1.369163941,-1.06639303
5019,0.041453985,0.028658023,-0.199035614,0.922723087,-1.868937344,-2.002496915
5021,0.046080163,0.030169506,3.246343695,1.037159373,-1.761522684,-1.961062428
5023,0.053988961,0.029426814,-1.86388738,0.64126966,-1.753166957,-1.991877594
5024,0.062812801,0.019176666,3.288211468,1.21748272,-1.620411347,-2.196502379
5027,0.093610581,0.116953846,9.485231508,1.750725941,-1.351169612,-1.217281809
5028,0.068547363,0.023694976,3.733593038,1.566160985,-1.582045372,-2.077995084
5029,0.047321168,0.025666118,-3.858535405,1.267443298,-1.752783847,-2.057818083
5034,0.037697541,0.035717935,8.594851036,1.550929196,-1.817012333,-1.838995348
5043,0.031595345,0.040951544,2.329992864,0.147219329,-2.002141949,-1.834333687
5045,0.014269671,0.111913239,5.159069718,1.386919856,-2.296470338,-1.265065123
5051,0.065624624,0.022768533,6.593754501,1.579459358,-1.56998104,-2.100493897
5055,0.044222467,0.014532818,2.499663069,1.200525105,-1.80053653,-2.319857051
5056,0.050873228,0.041284097,-1.63073847,0.709795801,-1.793465813,-1.859716909
5060,0.054882728,0.020832573,1.920395112,1.403294849,-1.71562619,-2.168315784
5062,0.06358348,0.039021037,2.672624098,1.651291598,-1.629501229,-1.858000166
5075,0.049615084,0.081431319,3.902207496,1.54221743,-1.713404383,-1.430568127
5078,0.047792852,0.011206482,3.773524598,1.023991932,-1.757428758,-2.431494453
5079,0.039875332,0.056140979,2.578680537,0.911581467,-1.864861832,-1.653145578
5082,0.038701083,0.045150861,1.671908469,0.728696454,-2.032457526,-1.944774788
5090,0.081193105,0.06120128,8.25589539,1.65286333,-1.435014855,-1.571326069
5091,0.058358408,0.022201415,6.542450103,0.988819364,-1.62076928,-2.113503952
5100,0.049941341,0.0388206,-0.426619951,0.871895603,-1.781124155,-1.866234186
5102,0.051354593,0.039871969,5.014532423,1.495848319,-1.690073456,-1.808895225
5103,0.047999165,0.035133407,4.887034565,0.398911388,-1.722323347,-1.9124071
5108,0.039909289,0.037995601,1.406535891,2.04754177,-1.88527647,-1.861004508
5118,0.049950852,0.028599705,0.895528805,1.076310025,-1.768789454,-2.007168011
5124,0.059748672,0.152416769,2.27976883,1.143976985,-1.637433207,-1.078668513
5125,0.063230063,0.038050589,3.462204126,1.45951227,-1.623877793,-1.84685624
5126,0.058632678,0.179569285,3.270111997,1.907946405,-1.631622215,-0.937028621
5127,0.087468597,0.07906463,8.758934616,1.448169002,-1.385788155,-1.430944141
5136,0.04542343,0.034362786,-3.872851716,1.879700905,-1.79842007,-1.907294769
5137,0.054887112,0.021883248,-2.559022588,0.528835476,-1.721883107,-2.120263788
5148,0.019661581,0.153686865,-1.354154137,2.024172864,-2.170372095,-1.035901721
5150,0.028336129,0.047753503,5.521224614,0.894129174,-1.986921587,-1.709596622
5154,0.057025172,0.010963509,6.886349832,-0.590375575,-1.611989148,-2.376270734
5168,0.054755156,0.0335144,-0.093397936,1.788411083,-1.743233236,-1.943014192
5174,0.076414281,0.027143333,-3.466980842,0.513144535,-1.537342036,-2.02704035
5183,0.059131074,0.017800548,2.323267369,0.907969589,-1.66240501,-2.221850919
5184,0.04433162,0.025365778,-1.0470025,0.658650844,-1.871616507,-2.077570442
5194,0.045907393,0.077349999,0.819828157,0.79238451,-1.798090182,-1.492370405
5195,0.040702677,0.088526947,0.375059721,1.109233167,-1.859160458,-1.395009848
5197,0.04488853,0.028417113,2.154222924,1.559005755,-1.820389082,-1.999028725
5204,0.072984387,0.025047307,2.63071394,1.870493737,-1.558625778,-2.081922319
5208,0.140963638,0.152773283,9.212118444,1.411924348,-1.107587394,-1.035129882
5215,0.048444659,0.028142244,-1.103480845,0.628249842,-1.807516571,-2.013372516
5218,0.04441643,0.046578018,2.808286196,-0.027047566,-1.791708185,-1.80883412
5232,0.044999049,0.036603451,-0.036319579,1.477752953,-1.819221987,-1.892811968
5249,0.03302723,0.064178014,1.257376945,0.925106634,-1.937518627,-1.573992917
5160,0.036705908,0.083317921,3.438209595,0.966020746,-1.876543842,-1.527283981
5226,0.054031714,0.031551282,-0.226590106,0.484596793,-1.734739213,-1.981787328
5274,0.032094406,0.053275502,0.121788982,0.938222503,-1.965621439,-1.76262334
5279,0.082306893,0.030858725,5.270749172,1.115468772,-1.455006405,-1.987187772
5287,0.028543567,0.09153259,-3.548852657,1.158246566,-2.015368244,-1.424273294
5292,0.044103264,0.019432581,8.259371145,0.492776635,-1.739090168,-2.123969099
5296,0.043856195,0.113696524,7.682276907,0.825312461,-1.764179746,-1.24545911
5298,0.058163673,0.028849491,1.430617269,1.124749824,-1.679540232,-2.090331683
5312,0.062943377,0.068413557,13.15444943,1.477954385,-1.562254689,-1.504910258
5314,0.059696552,0.04877469,11.09620519,1.037833272,-1.592728762,-1.679380108
5330,0.044948712,0.03945996,-0.617458116,0.276421605,-1.817569193,-1.890533789
5331,0.096987665,0.08943216,12.96317358,1.740074592,-1.323069067,-1.358596687
5336,0.066368894,0.035259732,-4.486573895,0.692987591,-1.589125374,-1.910765267
