"","ID","Arew","Apun","betaF","betaP","K"
"1",5004,0.0667049568272693,0.0184586768459043,1.75079134180779,0.981422533753421,0.0236469751744926
"2",5007,0.0568476908567379,0.0294366793245662,-0.120133883094349,0.866423951672895,0.0315864146523238
"3",5019,0.0473844145650705,0.0472760846037298,0.314220647489423,1.03215870506492,0.053866242227506
"4",5020,0.0602414749290118,0.0310163479870559,0.0680423336307719,1.60197065490838,0.0354494709329331
"5",5021,0.0452501351530727,0.0625463799123807,-2.10380191753978,1.43551001217638,0.0270600363506807
"6",5027,0.0413760103799884,0.113237934811069,1.93086078040511,2.14501212254322,0.0408862543198751
"7",5028,0.0604283616748572,0.0225346768852627,2.76642148253684,0.834946381636342,0.0329701578895791
"8",5029,0.0631963381854138,0.0171239146951336,-4.36444110452599,0.126257383110517,0.0405557644775037
"9",5034,0.0497796196817137,0.0905056337983439,3.67676545728201,2.40246898235009,0.0185806863001337
"10",5045,0.0548920439262284,0.0342194223004742,3.89826817339065,0.951893893427656,0.0313268309947663
"11",5056,0.0574277106537982,0.0196766708975384,1.44625372629641,0.47927589093304,0.0351788268916021
"12",5061,0.057429661451061,0.0363068476113731,-2.03211110273051,1.76347898625735,0.0279936828261437
"13",5062,0.0696553757472299,0.0238567811771154,0.0107842995714571,1.70461845968789,0.0309072729092676
"14",5075,0.0420010851184313,0.0899392055441289,4.54849456220665,1.98331589903172,0.0377520479122339
"15",5080,0.080178040204521,0.0198574781177587,4.75289243255465,2.53929825215884,0.0270533938151238
"16",5090,0.0798426401184488,0.0503085565561214,8.46527452379371,1.80792512795858,0.0477524567852185
"17",5091,0.0580845829505854,0.0141356847076519,4.93940164506345,-0.162360973966488,0.0396040566216848
"18",5094,0.0690283445930129,0.043703365828549,3.55507465260237,1.96832683286477,0.048429565287657
"19",5096,0.0646380915563416,0.0352488634695849,5.45749303664401,0.949179968135226,0.0296520466755797
"20",5116,0.0887101418145887,0.0554229901663273,7.2666827551047,1.97000213797579,0.042730688266587
"21",5117,0.0521954007384078,0.0474284622202263,0.053836420362373,0.744683072749197,0.0275351244261201
"22",5124,0.0482794163809803,0.0773091932215551,3.71790100679701,1.84678203111019,0.0628015009587876
"23",5125,0.0712585549147568,0.0239003574094304,1.39107847142509,1.11369391941757,0.0264106103307109
"24",5126,0.055409656813993,0.132095836969785,3.5521290720116,0.716580567835572,0.0357648421923687
"25",5132,0.0564923685715299,0.00680794134181217,-7.93118142201491,2.78782180557759,0.0432948519108095
"26",5136,0.0447938670055727,0.0986805452653101,-2.87151951659944,2.63402859511284,0.0552386015243062
"27",5137,0.0688135258966006,0.0191606487653967,-0.55147168113659,0.518895763629625,0.0341428865334032
"28",5138,0.0590343017570429,0.0817544244871166,6.06224257977028,2.85858908252509,0.0609228346719587
"29",5139,0.0432564601205854,0.0678667278992551,-0.868566674886269,2.21240786970952,0.0237792288125265
"30",5140,0.0564849355883277,0.0316136656254541,4.54663389946684,1.05094939204303,0.0390839963334736
"31",5150,0.0529378852967462,0.0332524574049568,0.864077898862916,0.563158758948544,0.0382104837941981
"32",5164,0.0491283656775125,0.0566030892989752,3.74756548480564,1.79502619583138,0.0430640488305234
"33",5165,0.0521907577256606,0.0164985987325156,3.33552541215617,0.578359291304959,0.0362916137019319
"34",5174,0.0639457887170794,0.0223629227658105,-0.469131727736785,0.562534197709149,0.0335090631064986
"35",5178,0.0444803401558032,0.0366873838609201,0.757282386475638,1.07316375846469,0.0331886296027612
"36",5179,0.054977996898492,0.0510137143750818,6.43825433929356,2.0353446739763,0.0406434111580965
"37",5186,0.0531413809192018,0.030136861836476,0.816912793777811,1.07515977854392,0.0349411719848254
"38",5194,0.0606815919769282,0.0978758734158709,3.3575070477071,2.50728742416948,0.0275126154994783
"39",5195,0.0520838834307866,0.0402947844802328,-1.6957603348652,0.396651099730841,0.0355414173232462
"40",5197,0.0523942661656143,0.054284824721611,-1.62555153127516,1.92206180120092,0.0226896722356511
"41",5199,0.0361684615429014,0.119539407283379,1.24797600689323,0.354119483039567,0.0375278866260781
"42",5205,0.0417900548085701,0.0589444329687339,3.13468069554089,0.534813226527633,0.0439104320477676
"43",5208,0.0488480366364898,0.049897079218292,3.99086425568576,1.09764406437129,0.0370306033787012
"44",5210,0.0558768973554075,0.0261684215920183,-1.34158053545742,2.09682301263622,0.0360752932519779
"45",5215,0.0762152512096144,0.0161457700286352,5.50098675685519,2.36255040587411,0.0269202222987811
"46",5220,0.0517078185225049,0.0260094672017669,5.13002280048239,0.718009508679856,0.0480163117131224
"47",5226,0.0564613346263399,0.0407529885716908,6.56424611613657,0.251972311402872,0.0408255070349302
"48",5228,0.0371920669168861,0.0635718179372527,0.998475430537073,0.249263899257186,0.0388472194032564
"49",5229,0.0660567136856503,0.022756862784168,2.54423569273821,1.72504668144877,0.031685331764263
"50",5230,0.0303208305244971,0.159481709620367,-4.81783411264412,1.83534291214388,0.0251864562715266
"51",5234,0.0636037715281421,0.032693732612795,-4.51682446032135,1.60780463273864,0.041136451842367
"52",5235,0.0599032030739665,0.19897937398916,2.23784531974653,2.35456170747602,0.0794830787211874
"53",5246,0.0693288350385354,0.0547672589675273,5.07090622773822,2.18104668669497,0.0384280381277017
"54",5262,0.0549675112661385,0.0429363362804216,-3.73889240951936,1.22731877445105,0.0385516535934401
"55",5263,0.0858780145428103,0.0289838617194784,3.46111263278022,2.55093308569195,0.0265829634446658
"56",5267,0.0554896612482267,0.056479857787494,5.95999387018284,2.91953764994107,0.0656385528907781
"57",5274,0.0513394394460416,0.046246604640347,-2.460604715904,1.24333864398336,0.0351243888166052
"58",5278,0.0503580514388274,0.0341272055563326,0.384198310331214,1.54943779812499,0.0311021718157595
"59",5287,0.0729084195043948,0.0173274181235718,4.81347115133074,1.3751676630463,0.0339711937159026
"60",5288,0.0547364673170197,0.0371989166525813,-2.62253741846166,0.490091143437224,0.0331146088323
"61",5292,0.0525732587559868,0.0613104699119036,1.52784902680362,1.06439442295996,0.0436649596055276
"62",5297,0.0741012020820943,0.101209798634407,4.70059126622728,1.90485600769081,0.052446646916103
"63",5308,0.0151508745633821,0.105368003766188,9.86160308909096,3.40343218590324,0.0695643890167354
"64",5314,0.0695018206406765,0.039104996536061,3.73384964981142,0.944396294926048,0.033900059901099
"65",5001,0.0498874199549327,0.0576359242831952,0.904946817572904,0.536269677087803,0.0354411092068085
"66",5002,0.0560665252786852,0.0383832758100829,4.56759205269214,1.64596700789981,0.0319306684626178
"67",5009,0.0561914039245283,0.0300049175240251,2.52859128141714,0.674220853376291,0.0319242714722096
"68",5012,0.0527964780132362,0.0546456357887675,4.12603138102788,1.80848260385754,0.0237965031405471
"69",5015,0.0606850311778239,0.0284669509387446,1.77638724531451,2.49601791278032,0.0257467155033286
"70",5016,0.153388589596271,0.160795317553589,6.60660346066764,1.31147294613051,0.0380371530944957
"71",5018,0.0679630564643587,0.0192667949852584,0.621406680161131,0.97162175708524,0.0456616677939788
"72",5023,0.0730645278834536,0.0701115341001278,-4.19897023180551,2.29910968867483,0.0212693069017512
"73",5024,0.0710501195805164,0.0175345405174197,4.0256866484529,1.76338491990042,0.0277678338202025
"74",5033,0.0327736621513791,0.0298104967961236,4.07534839649267,0.727977229987166,0.0671822735879167
"75",5039,0.0501661303849049,0.0330065426320521,0.625981082676875,2.50105683449739,0.0379644244482778
"76",5042,0.0421805581824261,0.0355552572393457,-3.05364908786084,1.79932698319265,0.0658367639195217
"77",5043,0.0422882175443556,0.0870513134657072,-0.404878975247298,0.276854653768081,0.0411883808772086
"78",5051,0.0454853233302332,0.0348513745707044,-0.784044660132013,2.1669467401944,0.0327665107627752
"79",5055,0.0593164287121188,0.0365180798920391,-2.6898801014627,1.89303157951645,0.0228693037476046
"80",5060,0.0509971710306226,0.0318395199535831,0.0787503285347983,0.825232061943563,0.034604500434905
"81",5063,0.0444071381668922,0.038738029286959,-2.03577464939456,1.75892113335957,0.0432646763387528
"82",5065,0.047114126788104,0.0388553077837678,-0.814558968491578,0.993294743082221,0.0252093892671312
