ID,Arew,Apun,betaF,betaB,Arew_qnormed,Apun_qnormed
5001,0.007706167,0.103140504,16.73460793,1.488953107,-2.497263945,-1.289090548
5014,0.024084976,0.11123692,-2.686415677,0.181936138,-2.094790602,-1.306848445
5021,0.052647324,0.040631343,10.66902791,1.933337856,-1.661808876,-1.779992734
5024,0.034915782,0.023373632,0.744980769,1.227531998,-1.94946081,-2.115084372
5028,0.054172473,0.028629283,1.466708877,2.628827389,-1.742347991,-2.044380614
5029,0.028494474,0.049242453,2.610050615,0.477515579,-2.022377586,-1.730412167
5033,0.038674884,0.037583184,9.268981113,0.579208315,-1.817714674,-1.820824872
5039,0.058421288,0.017304791,-1.395830599,0.947043623,-1.793779163,-2.244176464
5043,0.064623528,0.015212779,-8.426378885,0.003156422,-1.568552811,-2.282975516
5055,0.033575125,0.03296825,1.148565369,1.570479527,-1.942825738,-1.938605746
5061,0.045454341,0.018644579,-0.275347933,0.309499856,-1.823113297,-2.213188829
5062,0.044009901,0.01834698,-0.312120991,1.34040465,-1.835895709,-2.245331464
5090,0.077285285,0.043673127,6.885825047,1.895870505,-1.490928538,-1.780495922
5094,0.0422108,0.062610365,-1.020362296,1.431695631,-1.860218426,-1.627445743
5007,0.049859088,0.024136146,-1.696551926,-0.20225891,-1.797752804,-2.103057228
5009,0.04353631,0.016351925,-0.388828294,0.827185864,-1.877011241,-2.265558448
5012,0.048981562,0.060928132,14.81838923,2.171760432,-1.680267051,-1.563556434
5015,0.094626052,0.017862035,10.26905912,2.05028675,-1.408278155,-2.296246888
5016,0.061570773,0.093021724,11.15273751,2.018660364,-1.584189777,-1.363980298
5019,0.029455816,0.03617323,-2.528603583,0.689143919,-2.006508629,-1.89338996
5020,0.041726181,0.019867641,5.800735579,1.908292516,-1.812463803,-2.15640231
5023,0.045324999,0.017045515,3.219296408,0.385544643,-1.796107314,-2.228438719
5027,0.112482448,0.127185011,12.66906405,2.00264432,-1.230870813,-1.148052069
5040,0.046701858,0.016309434,-2.55954159,0.800076662,-1.794517651,-2.268902443
5042,0.057433546,0.010366611,-4.319775423,1.189492996,-1.672169144,-2.492225469
5051,0.041400125,0.092827467,0.401608346,2.621044142,-1.838815248,-1.380069285
5056,0.027552027,0.049938482,-3.048965551,0.802047065,-2.045699845,-1.738083762
5060,0.028616482,0.049921726,-2.056102123,1.463657722,-2.003712709,-1.739409326
5063,0.039559039,0.016968925,3.285653964,0.651505271,-1.849009997,-2.240911246
5082,0.014995653,0.045627638,8.862797831,0.340054081,-2.274150378,-1.75446527
