ID,Arew,Apun,betaF,betaB,Arew_qnormed,Apun_qnormed
5098,0.083875177,0.093194228,16.47686202,1.876846024,-1.395026506,-1.330867554
5103,0.027653598,0.0586836,10.99446185,2.656883154,-1.98232358,-1.626349635
5115,0.047042932,0.024648868,8.686629434,0.988403975,-1.725245866,-2.057497341
5118,0.03463271,0.041165388,4.763592015,1.005722395,-1.886372866,-1.827475168
5121,0.04747976,0.059874807,3.135042832,0.898469323,-1.761339298,-1.648854106
5123,0.124930094,0.192685844,7.990172383,2.124806098,-1.189229261,-0.901259335
5124,0.027809349,0.084150873,-0.27517999,2.120765621,-2.021986744,-1.503125302
5125,0.041364467,0.03344779,-2.983242023,1.158974909,-1.907981914,-1.943573912
5127,0.046597061,0.079164541,15.92952227,2.314894086,-1.706718118,-1.428292562
5137,0.032610811,0.025827719,-2.826397052,0.823611924,-1.95498942,-2.107713834
5139,0.058803298,0.01477769,-4.240401527,2.105416723,-1.651612779,-2.30503622
5146,0.009410529,0.035786566,14.92331122,2.179783461,-2.400436934,-1.836870983
5148,0.030950177,0.333127694,0.804645684,2.008734107,-1.972945484,-0.451842373
5150,0.032024899,0.040317949,7.84741589,0.906513947,-1.89730647,-1.814791717
5160,0.048337383,0.042425048,10.68603841,2.237497545,-1.709705283,-1.766074935
5164,0.044502199,0.041904458,4.73121509,0.708897295,-1.79226484,-1.817672814
5165,0.023212572,0.028395559,8.150071197,1.49287751,-2.071011449,-1.955692943
5179,0.091030084,0.093273002,19.10079896,2.196849204,-1.357451665,-1.330109995
5198,0.024135208,0.06507297,3.219155438,1.547521874,-2.061077628,-1.592465346
5199,0.028640932,0.099941588,4.735153315,0.9710259,-1.97292691,-1.463543831
5209,0.045727832,0.034995271,-1.595086417,0.4356267,-1.823713696,-1.966537776
5213,0.048175625,0.033968499,16.72775474,1.577720814,-1.692363373,-1.845641889
5215,0.027147734,0.043106618,-0.173937066,0.633713296,-2.063253945,-1.903981403
5218,0.045431527,0.256859001,2.364527074,0.839096763,-1.781813382,-0.70310049
5226,0.04390439,0.042114047,-0.893111857,1.458299218,-1.834621103,-1.861924497
5229,0.042500156,0.02966783,12.56472505,1.978335933,-1.760920465,-1.932946892
5234,0.033771274,0.056819595,-1.180188458,1.77161435,-1.938989127,-1.681982293
5239,0.0390418,0.02494266,4.721086733,1.599075794,-1.844020469,-2.136238036
5246,0.037271144,0.027027343,10.37130915,1.35331891,-1.826351985,-1.98252959
5249,0.05026388,0.010207823,8.584709033,0.136687168,-1.689884797,-2.418219259
5267,0.062866147,0.071186232,7.807696453,2.346644924,-1.603802051,-1.509345664
5279,0.057901932,0.028496558,2.531964818,2.340529901,-1.693783433,-2.041901471
5281,0.042670195,0.087708534,11.46091694,0.56766448,-1.747988719,-1.388589417
5287,0.037717877,0.03606608,2.219137445,1.786994654,-1.881937816,-1.919460268
5292,0.038795875,0.052657364,-3.428488312,2.541640576,-1.886929109,-1.7422237
5295,0.031720879,0.048267281,-0.090152417,0.528919715,-1.96793855,-1.831642179
5297,0.081932754,0.103163137,6.528802259,2.772317271,-1.489753837,-1.317912138
5298,0.040149239,0.02633279,0.408084977,1.471824464,-1.895318942,-2.072612838
5307,0.039675695,0.055223533,1.237461687,0.835802639,-1.857940228,-1.718764531
5309,0.045520018,0.053954037,0.616843093,2.80926409,-1.81518616,-1.745979417
5312,0.032834726,0.053733312,15.29025135,2.550533911,-1.879484918,-1.642313442
5314,0.06957605,0.061006894,15.66659243,2.262764773,-1.512466442,-1.572563939
5316,0.018444155,0.231769008,-4.055750862,0.603134937,-2.180626417,-0.744008801
5322,0.022337935,0.025370962,8.65295411,1.347968211,-2.095059526,-1.996436158
5325,0.040198645,0.035190764,3.911952121,1.016740054,-1.829805583,-1.934904528
5330,0.053899077,0.034631137,-0.345261344,1.058874315,-1.739298343,-1.954119883
5331,0.053438465,0.067474412,18.35575042,2.093518053,-1.676025071,-1.521167524
5336,0.037872976,0.035430091,-0.298644166,0.723904486,-1.90735328,-1.967124929
5347,0.073514608,0.082269774,14.62032517,2.01677321,-1.475504639,-1.406256063
