ID,Arew,Apun,betaF,betaB,Arew_qnormed,Apun_qnormed
5110,0.041829445,0.05034059,-1.187553308,0.708101229,-1.839152139,-1.705881004
5116,0.063787241,0.030876294,1.536648455,0.879655881,-1.616140152,-1.945601817
5121,0.039520863,0.037565843,4.934968981,0.687586424,-1.826753268,-1.816686038
5126,0.057875489,0.073255738,1.094255881,1.210416067,-1.666152254,-1.495559811
5128,0.064138991,0.025717567,1.988591357,0.186392369,-1.598046138,-2.023929109
5132,0.094789406,0.102553997,7.327014013,0.848907408,-1.334942946,-1.286353862
5137,0.052788968,0.051386863,0.409287267,0.696072228,-1.721930525,-1.695269826
5138,0.050887041,0.047364576,2.484043574,0.49057473,-1.699857512,-1.733169807
5140,0.055394498,0.031678155,-0.194300256,0.353839788,-1.709143135,-1.934238662
5141,0.039376865,0.056444627,0.75348672,1.023750069,-1.863614754,-1.640419936
5146,0.135116752,0.13051233,3.494504317,1.560544315,-1.169682785,-1.142460361
5148,0.112869016,0.077715825,10.59966906,0.952103021,-1.233701984,-1.434524229
5149,0.090561113,0.037978347,2.318371698,0.988893524,-1.414920565,-1.851713677
5150,0.03913331,0.047480657,2.488430576,0.532036366,-1.837177326,-1.727532599
5151,0.092242316,0.02947894,4.644738227,1.190388039,-1.374185661,-1.956048548
5152,0.10412839,0.024142141,1.475052075,1.130802263,-1.342817041,-2.050526511
5156,0.048657348,0.028796439,0.594796439,0.521413947,-1.788341721,-1.981524901
5158,0.034212466,0.056247916,1.544986497,0.225542206,-1.926130877,-1.658116525
5161,0.070637902,0.027575055,0.826084597,0.841100582,-1.567545475,-2.008657461
5168,0.065670966,0.048630266,-0.562062262,1.264826954,-1.612913824,-1.738372371
5175,0.054908982,0.027540063,-0.626039861,0.655911115,-1.709416139,-1.998985219
5177,0.079760804,0.04960469,0.095850366,1.491201806,-1.525632287,-1.71740847
5179,0.096871468,0.023976612,6.481269804,0.999502983,-1.337230503,-2.052136767
5180,0.053610961,0.093861197,-0.616272345,0.465097068,-1.725289129,-1.36115882
5183,0.076967066,0.020405662,4.564370303,0.531636859,-1.470765209,-2.11473942
5184,0.071342255,0.045547393,0.339968427,0.986028214,-1.568293012,-1.754855296
5186,0.062135173,0.037756306,0.186742746,1.000370138,-1.649630964,-1.846386249
5187,0.101259651,0.05970997,7.533943368,1.050445478,-1.30958225,-1.5848467
5194,0.056612919,0.041519536,3.887650927,0.844173735,-1.634806508,-1.776650511
5197,0.063417734,0.053106813,-1.02136098,1.586007767,-1.682492015,-1.670089176
5198,0.034060396,0.045796775,3.088096239,0.190328764,-1.887778739,-1.7515649
5200,0.077419758,0.030056433,1.307489762,0.690491068,-1.520642955,-1.961261656
5201,0.062444609,0.041381756,6.266500557,0.755973325,-1.581466327,-1.762941969
5202,0.07191173,0.054019057,3.110869724,0.350752622,-1.539277475,-1.658210865
5203,0.050608861,0.061200599,-0.452007841,0.61472552,-1.733191896,-1.605142496
5206,0.081660169,0.028073067,-0.780778856,0.375234654,-1.512202508,-1.992579222
5209,0.060984418,0.03012545,-0.443205284,0.254751328,-1.667297935,-1.955653162
5210,0.074608686,0.026917387,0.256443779,0.864219841,-1.553654657,-2.04349166
5215,0.038448671,0.068445802,0.047255962,1.00837619,-1.875327419,-1.558588309
5216,0.067501339,0.044339743,2.099764908,0.959391258,-1.577812124,-1.754966514
5218,0.029027784,0.094499834,4.241702697,0.104944645,-1.974627428,-1.376839766
5220,0.069032591,0.036097158,-1.541490218,0.18073483,-1.596231902,-1.883340678
5229,0.087497279,0.024499787,2.475159108,1.320529741,-1.427458826,-2.053262272
5232,0.056571557,0.027449668,-1.279376014,0.411223123,-1.707141112,-2.027157387
5234,0.131934073,0.016982864,4.264666823,1.538837421,-1.181035329,-2.21208513
5235,0.068720093,0.017442195,5.091975113,0.783585513,-1.519788401,-2.171907818
5239,0.067080707,0.055698957,2.529692914,1.024534309,-1.592165912,-1.640797672
5242,0.071750344,0.04714041,-1.073855173,0.128903648,-1.570987485,-1.746447883
5244,0.083343993,0.021477776,1.543311421,0.895918145,-1.476207364,-2.096544888
5246,0.062733144,0.084162137,2.643789165,1.061464465,-1.640732101,-1.414248589
5271,0.045721063,0.07958276,1.113899818,1.10327972,-1.782108551,-1.447095291
5272,0.059216073,0.034663939,3.13351331,0.236246698,-1.624691929,-1.886965314
5277,0.085897406,0.030457792,-0.33013645,1.546619593,-1.469091342,-1.955670449
5278,0.085393933,0.021965078,0.945164229,1.215441457,-1.461862612,-2.101432467
5279,0.060403404,0.014286127,3.598011441,0.594728596,-1.604753658,-2.271709823
5282,0.148825939,0.111671408,8.972907744,1.335211474,-1.064258546,-1.23042498
5286,0.062086448,0.03292464,2.044879684,0.657365832,-1.63163487,-1.903069294
5287,0.061615938,0.029107286,4.459643376,0.734638017,-1.580998275,-1.948839518
5288,0.066675586,0.027988079,-0.343443777,0.588256232,-1.6150854,-1.988823419
5292,0.088490752,0.050038609,1.744704948,0.683712886,-1.425415937,-1.708823709
5295,0.146525233,0.014796217,4.980869438,1.14131954,-1.093749573,-2.252256207
5296,0.0665467,0.031893026,3.165144529,0.838628971,-1.565038923,-1.905760233
5298,0.085999466,0.02113638,1.421164251,0.042286528,-1.454520773,-2.106802687
5299,0.071519095,0.024561417,0.623255122,1.091470842,-1.567146136,-2.065991571
5305,0.060497188,0.024090676,-0.256843582,0.410209906,-1.672245438,-2.051897644
5306,0.077597903,0.023304366,1.823070485,1.116663606,-1.506246986,-2.07990156
5307,0.075445561,0.020614322,3.030666892,1.275016172,-1.495694569,-2.115936904
5312,0.067442554,0.03959695,1.428065106,0.911006777,-1.580878807,-1.820358163
5316,0.0414846,0.07275452,-0.980373773,0.734607551,-1.834074149,-1.52870607
5320,0.065780882,0.047208841,9.071094196,0.389596297,-1.535211097,-1.69031855
5323,0.061153752,0.046721845,1.481788287,0.045125729,-1.634645791,-1.736986423
5325,0.069924643,0.059386125,2.38906583,0.625729266,-1.595342193,-1.623087738
5331,0.122936124,0.118418049,5.489354237,1.464478457,-1.201876089,-1.20310998
5336,0.077011949,0.032855679,-0.856072864,0.489333608,-1.541002855,-1.923932023
5337,0.074425981,0.030340201,-1.210197914,1.221824914,-1.554171496,-1.954529246
5338,0.078375497,0.038196648,1.734785259,0.809558882,-1.498024554,-1.843858037
5341,0.074934109,0.032651232,0.008487821,0.763975685,-1.552580324,-1.918629866
5342,0.060574927,0.026446169,1.325828725,0.957049185,-1.636734073,-2.013496065
5343,0.047473867,0.115485404,2.297379008,1.814273254,-1.736368331,-1.220787042
5344,0.092748458,0.023415215,3.043625529,1.410762383,-1.394652299,-2.067703687
5346,0.051109725,0.038763274,2.089306472,0.344732806,-1.71215575,-1.835938681
5347,0.060271181,0.06818589,1.582083904,0.94315083,-1.631523488,-1.551330917
5002,0.059264655,0.101774463,0.910747552,1.65882518,-1.650554414,-1.303494527
5004,0.068523256,0.037555691,-1.005479737,0.717155138,-1.592568555,-1.86741564
5005,0.061120385,0.033396249,1.221763178,0.341905255,-1.647394582,-1.90582625
5010,0.064573275,0.029836867,0.866265732,0.615218238,-1.622159826,-1.956808362
5016,0.035097336,0.117450084,0.280327709,0.883303697,-1.901175027,-1.227357478
5017,0.096741842,0.02791879,2.298157559,1.446402573,-1.390488113,-1.985671422
5021,0.035321463,0.050721638,2.907412377,0.426858931,-1.88277369,-1.690132723
5023,0.056067629,0.025630089,0.308425265,0.359936997,-1.690084469,-2.036190906
5028,0.103545862,0.027892129,-0.059585527,0.940053503,-1.357380249,-1.996335081
5030,0.076598204,0.029826123,0.491910753,0.841715839,-1.529082159,-1.958101794
5034,0.083676389,0.044722925,3.833405502,0.535550189,-1.43813777,-1.745620192
5039,0.04835465,0.034966592,1.507240562,0.422488881,-1.779043118,-1.887562502
5042,0.086578087,0.040187777,1.180822361,1.78680009,-1.472285713,-1.82304099
5045,0.071987445,0.03238556,-0.568774668,0.733390912,-1.56278487,-1.936487324
5051,0.057461444,0.023920684,1.82316135,0.877915501,-1.657771108,-2.05861938
5056,0.087541594,0.052070031,5.23690748,0.355701142,-1.392704593,-1.658676505
5059,0.036120945,0.057798637,-0.485857919,0.917671671,-1.894958312,-1.625708077
5060,0.101084973,0.134227897,0.142658343,0.684348072,-1.395729187,-1.149511379
5061,0.038031081,0.049788511,1.850538883,1.104146992,-1.888955207,-1.698513229
5064,0.050992638,0.06389281,-1.012254429,0.455414753,-1.734575255,-1.594898028
5065,0.086522876,0.031955602,-0.274378548,1.258578706,-1.469579952,-1.941824346
5066,0.079349723,0.034881023,2.045110847,1.130887769,-1.478050484,-1.887258103
5075,0.0490287,0.064234052,0.60083626,0.206232717,-1.746418508,-1.598584747
5078,0.103696625,0.027768308,2.898473503,1.284898465,-1.320691092,-1.988824042
5080,0.052315772,0.028581004,2.973588194,-0.478768666,-1.678735021,-1.998595772
5086,0.119977729,0.089363845,5.287025254,1.266403413,-1.214296366,-1.368544034
5088,0.075801717,0.12374739,3.028940891,0.772861625,-1.494266451,-1.180385466
5094,0.056712623,0.028346935,-0.265700656,0.525486649,-1.693692541,-1.988531084
5096,0.068782609,0.03768657,4.224356992,0.866101283,-1.541604164,-1.82696793
5097,0.124535164,0.025071657,2.878597649,1.284785033,-1.218682315,-2.043860096
5098,0.075077806,0.046701213,4.945472718,0.61864557,-1.499524393,-1.717761537
5100,0.070743232,0.045510384,-0.595030668,0.790932118,-1.582815509,-1.769629091
5101,0.113958331,0.029847533,4.158202399,1.399135684,-1.266001108,-1.952704799
5104,0.056429398,0.052482367,-0.905930786,1.215003917,-1.697158593,-1.689938722
5108,0.107893279,0.059346464,7.967192447,1.303558325,-1.267703185,-1.579896751
5112,0.045452937,0.050709398,1.672505576,0.295611518,-1.776912869,-1.709319464
5114,0.059032441,0.040326768,2.319458208,0.181965727,-1.628420136,-1.821598112
5115,0.181258203,0.020160888,3.245421317,0.107232963,-0.950987786,-2.126113476
5117,0.080895292,0.028500613,0.958206512,0.62342542,-1.495893807,-1.976461453
5118,0.060268677,0.039312479,2.041452061,0.501536629,-1.6291423,-1.822718683
5120,0.08239054,0.029572626,-1.583535937,0.492192049,-1.50865964,-1.973959552
5122,0.082846295,0.16492272,2.669063056,0.797111278,-1.454635582,-1.012347786
5123,0.106777544,0.041306696,8.125264215,0.73057223,-1.265783952,-1.759599373
5124,0.031559597,0.069941788,1.877748433,0.5666173,-1.987085791,-1.523592992
5125,0.091629878,0.026419465,-0.379311345,0.539326417,-1.443557626,-2.018630962
5127,0.073675,0.018888341,4.182214785,0.752484045,-1.494929685,-2.159134636
5130,0.057434002,0.099535868,4.889646589,1.01498829,-1.630587945,-1.305113696
5131,0.047553967,0.045105598,1.147124966,1.002577186,-1.782964651,-1.750993875
5133,0.06756314,0.043361422,3.762522892,0.330324319,-1.558557874,-1.766115523
5136,0.078025797,0.034072136,3.330079525,0.907672737,-1.485816065,-1.878049407
5139,0.097626005,0.03074676,3.638781447,1.446708681,-1.356260426,-1.943530366
5143,0.105823688,0.025155413,-0.099082863,1.057651076,-1.373551538,-2.045861294
5154,0.095447775,0.055066091,7.742319609,1.153964411,-1.337914457,-1.622645939
5157,0.03313197,0.075934331,2.126980372,0.759158381,-1.945932221,-1.478573844
5160,0.093570307,0.081134115,5.539321467,1.02875129,-1.349319906,-1.422354289
5162,0.088257626,0.047817585,2.988759801,1.642226264,-1.439543791,-1.724258477
5164,0.068418381,0.030732862,2.178124146,0.543664272,-1.57287482,-1.936329938
5165,0.041650285,0.036582239,4.793872943,0.159054666,-1.781056184,-1.826665035
5174,0.054705016,0.061458187,-1.31479515,0.589671112,-1.689988732,-1.604652067
5178,0.077262858,0.03066912,0.261513048,1.043814586,-1.534423913,-1.948574359
5182,0.097420557,0.036439726,-3.177308184,0.758731573,-1.373010112,-1.867985181
5191,0.045057581,0.074127506,4.972537028,0.518043467,-1.771966789,-1.473861336
5193,0.053236183,0.057155665,-0.89816061,1.313378118,-1.712337623,-1.646558561
5195,0.057896052,0.033640587,0.877335739,0.001774025,-1.68659493,-1.908071621
5199,0.034970775,0.051000256,1.962306367,0.060626054,-1.940296818,-1.727779281
5204,0.051937116,0.026842294,6.124540555,0.343380192,-1.654956804,-1.963182338
5205,0.054752252,0.030199439,2.582238837,0.500339921,-1.670146541,-1.945065719
5208,0.057707055,0.04638235,1.492680149,0.376544871,-1.685709478,-1.754288321
5212,0.059363815,0.039429249,-1.815310913,0.65238616,-1.66358026,-1.847057724
5213,0.043259092,0.07403139,-1.384727466,1.712652699,-1.808185026,-1.494718577
5214,0.080980051,0.026213479,-1.654005288,0.317948291,-1.503460725,-2.017210283
5219,0.056174139,0.03177491,4.470079265,0.663008487,-1.633142081,-1.901406744
5222,0.12561703,0.020847432,4.867200079,1.554594212,-1.201623553,-2.120023662
5223,0.074716206,0.020410751,3.005814968,0.73726925,-1.508115491,-2.136009833
5225,0.076221714,0.023343349,-0.655283689,0.669600847,-1.545934919,-2.068814154
5228,0.055348968,0.030930021,0.484890818,-0.00955982,-1.764133858,-1.968682783
5230,0.104595811,0.096780114,2.461036091,0.853318928,-1.324121444,-1.334288503
5240,0.153325069,0.016924179,4.841739782,1.286584588,-1.075864164,-2.202593473
5248,0.062465524,0.029399791,1.495730161,0.761083954,-1.62750733,-1.956283537
5249,0.052519412,0.038697292,0.482668365,0.229352752,-1.732354788,-1.841886293
5253,0.086260581,0.028981899,0.535886524,0.839930536,-1.45961276,-1.97449748
5255,0.096463159,0.026949623,0.726702455,1.341358494,-1.42247594,-2.000026661
5259,0.081830567,0.027861899,0.798711926,1.3756625,-1.485615555,-2.010182966
5261,0.069682501,0.045091013,2.555426964,0.733520682,-1.556177886,-1.749781217
5262,0.074019696,0.027424487,-2.186172512,0.428502576,-1.542813062,-2.020673824
5263,0.133552283,0.029589341,2.346245461,1.27797146,-1.190571138,-1.969398899
5265,0.064832614,0.034535785,0.053071078,0.451601308,-1.632841349,-1.894204836
5266,0.070969702,0.031772909,-0.371751053,0.887529813,-1.572694533,-1.941766893
5267,0.07624313,0.0387847,-0.45063142,1.278885785,-1.53084108,-1.844826485
5269,0.049341943,0.040988555,-0.223911315,0.151081736,-1.76557534,-1.82993658
5274,0.08674936,0.048870767,0.135751951,1.342940882,-1.470236896,-1.733827336
5281,0.032918508,0.081598632,1.128954995,0.568702901,-1.994943116,-1.476212944
5297,0.106811338,0.047570849,4.571919081,1.11512198,-1.297238261,-1.737003618
5300,0.056031191,0.049951182,-1.801488729,1.300951546,-1.679615089,-1.719633705
5304,0.054806933,0.108467587,0.87829987,0.974223937,-1.699029607,-1.286258325
5308,0.109649459,0.062799263,7.631524132,0.990582179,-1.267188263,-1.554225919
5309,0.064152648,0.040209646,0.91219764,1.42193534,-1.609577014,-1.822751285
5314,0.092469328,0.041856187,5.977490737,0.92840122,-1.360778152,-1.766338635
5319,0.065911114,0.0395052,-2.990684803,0.481351078,-1.596000046,-1.818046812
5322,0.036540351,0.059205957,3.249084516,0.441007805,-1.858595683,-1.608817487
5326,0.058819343,0.070159096,0.590684419,0.827223314,-1.679846837,-1.526061912
5327,0.080027431,0.02040206,0.187152039,0.390095104,-1.520412656,-2.124756948
5328,0.053415413,0.037858725,-1.443094734,1.111887973,-1.716236109,-1.847512578
5330,0.084283611,0.023910284,-0.227407959,1.082076078,-1.495330098,-2.066665452
5334,0.064342873,0.017911573,2.311317438,0.859490105,-1.583751778,-2.18640018
5339,0.06181339,0.036481378,0.930711071,0.584905459,-1.63219945,-1.866877092
5345,0.065121843,0.049641075,1.343318684,0.984560284,-1.613802904,-1.702132374
5348,0.163564771,0.071676866,3.4483841,0.320896046,-1.028466937,-1.50561309
