"","subjID","Fit_sep_sess2_Arew","Fit_sep_sess2_Apun","Fit_sep_sess2_K","Fit_sep_sess2_betaF","Fit_sep_sess2_betaP"
"1",2049,0.00182164528499425,0.000951475022400107,0.0448258054878146,-16.5882073325751,0.503680175939454
"2",2050,0.00190265685655092,0.00177765032807094,0.0748799099747124,46.9178112239252,1.5523631208538
"3",2051,0.00187207458922106,0.00167453397141493,0.0597744740166705,11.3706917033358,0.795093782912839
"4",2052,0.00188055846791604,0.00180026879019861,0.038471151559348,47.5609345839111,1.14546349431212
"5",2053,0.00268207155964424,0.0014602229115414,0.0612704069928975,47.9945223200259,1.95261693085008
"6",2054,0.00158282273133339,0.0012195371827222,0.0623056534076889,-6.43592307174141,-0.435419452184631
"7",2055,0.00287945017302021,0.000960016244287256,0.0699629751515169,17.4680510276773,0.668165366417363
"8",2056,0.00183077538305963,0.000923356661569594,0.0651750843201112,11.8270230087029,-0.642866529658339
"9",2058,0.00238969578110102,0.00112713308790458,0.0488226855641858,22.3342297240754,1.82486236509367
"10",2060,0.00355076779181747,0.00123887351742863,0.0614967514278435,23.0003369394865,0.777667571734381
"11",2061,0.00180044464257343,0.00133206164784714,0.0547861491338444,37.0722501074236,1.80266203122932
"12",2062,0.00185000455945923,0.000884428962321034,0.0554091305764918,0.50518595327402,0.134577827853941
"13",2065,0.00297788524762433,0.00115700742772115,0.0533788457317806,9.68528899720392,0.698762868174307
"14",2066,0.00172731164972988,0.00258576853034232,0.0566786359229165,22.5143816854043,0.141501006819528
"15",2068,0.00172895957125264,0.00173883049452792,0.0442097655442925,27.9423165431244,1.76501138460106
"16",2069,0.00204374501798359,0.00148846748138201,0.0437819089250101,14.3681427224131,1.96419895897983
"17",2070,0.00216665898571429,0.00147505369828668,0.037137612793723,30.6718592436457,1.15686761964715
"18",2071,0.00101925218978861,0.00216444457077601,0.0537727577190064,-18.078752618711,1.24606742236675
"19",2072,0.00173198782379796,0.00298713656423352,0.0583000003196603,17.6304454141992,2.74598701268785
"20",2073,0.00195578011657858,0.00139826002168979,0.0783670391140886,15.3106119999788,2.25461302451015
"21",2074,0.00308559279306769,0.00169586834493531,0.0618974395892903,59.8107225123033,0.885630751077452
"22",2075,0.00150942043117956,0.00149955268416892,0.0538587272019037,-5.62840457274316,3.09673061392045
"23",2076,0.00205637625753158,0.00110406826999264,0.0872378808737498,-7.74706348692316,1.45854143611505
"24",2077,0.00245285109715672,0.00149795854003686,0.0640607285698678,14.8233536955976,2.10299360557068
"25",2078,0.00134158290653214,0.00365530137792211,0.0542541848423888,-60.014744272403,0.329772284323005
"26",2079,0.00172735047881548,0.00156179614479547,0.0394778458090497,10.5266353112404,1.11794228261447
"27",2080,0.0022818669154978,0.00107303319912378,0.0516613557292906,7.18022155146949,0.716817277192712
"28",2081,0.00201088446137786,0.00154938564602728,0.0572137513925558,46.1770713894892,1.70731330662686
"29",2082,0.00268047829124324,0.000908210261994715,0.0550906679454207,-4.83730126070962,0.324528682068456
"30",2084,0.00242840403788412,0.00185852423558537,0.0581178773360334,44.1131184346194,-0.0284067801228387
"31",2085,0.00227101782704076,0.00112880770635951,0.0532834966177722,-12.4957709847145,0.184934350824659
"32",2087,0.00109575078288115,0.00171176488405499,0.0323074045224645,2.35073311681102,2.10169588882595
"33",2088,0.00207189572921494,0.000974585406028635,0.072486209500313,6.16846199189619,1.0816392230151
"34",2089,0.0022025098015452,0.00152969467459606,0.0490268887513289,19.6408308398913,1.58358160164329
"35",2091,0.00198802185965905,0.00151852442658178,0.0444326558450639,45.7378416639292,0.781850628226644
"36",2092,0.00167751287555747,0.00258084518417865,0.0716913725898786,50.1153720261845,1.66154762346768
"37",2095,0.00307631285212224,0.00127395041439894,0.051018639387017,-4.2705289232763,0.986965265845373
"38",2097,0.00217612598455412,0.00130654762566229,0.0842519356159281,-6.48090329699153,1.6839872754213
"39",2099,0.00162979600648049,0.00151445148412931,0.0631993441993213,22.8202426228939,0.58794828725011
