"","Subject","ExperimentName","SocReward1","rewlos3","Srewlos3","card.RESP","ydata","cardname","stim"
"7769",7091,"AB Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"C",3
"7770",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7771",7091,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"7772",7091,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"A",1
"7773",7091,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"7774",7091,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"7775",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7776",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7777",7091,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"D",4
"7778",7091,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"D",4
"7779",7091,"AB Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"A",1
"7780",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7781",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7782",7091,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"A",1
"7783",7091,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"7784",7091,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"7785",7091,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"7786",7091,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"7787",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7788",7091,"AB Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"A",1
"7789",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7791",7091,"AB Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"C",3
"7792",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7793",7091,"AB Social Play or Pass Fearful","MC06_Fea_450%.jpg",45,-1,1,1,"B",2
"7794",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7795",7091,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"A",1
"7796",7091,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",3
"7797",7091,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",2
"7798",7091,"AB Social Play or Pass Fearful","MC06_Fea_100%.jpg",10,-1,1,1,"A",1
"7799",7091,"AB Social Play or Pass Fearful","MC06_Hap_025%.jpg",2.5,1,1,1,"C",3
"7800",7091,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"7801",7091,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"7802",7091,"AB Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"C",3
"7803",7091,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"D",4
"7804",7091,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"7805",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7806",7091,"AB Social Play or Pass Fearful","MC04_Fea_150%.jpg",15,-1,1,1,"A",1
"7807",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7808",7091,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"A",1
"7809",7091,"AB Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"D",4
"7810",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7811",7091,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"7812",7091,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",3
"7813",7091,"AB Social Play or Pass Fearful","MC01_Fea_025%.jpg",2.5,-1,1,1,"C",3
"7814",7091,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"7815",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7816",7091,"AB Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"B",2
"7817",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7818",7091,"AB Social Play or Pass Fearful","MC02_Fea_150%.jpg",15,-1,1,1,"A",1
"7819",7091,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"7820",7091,"AB Social Play or Pass Fearful","MC10_Fea_025%.jpg",2.5,-1,1,1,"C",3
"7821",7091,"AB Social Play or Pass Fearful","MC01_Hap_075%.jpg",7.5,1,1,1,"C",3
"7822",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7823",7091,"AB Social Play or Pass Fearful","MC04_Fea_100%.jpg",10,-1,1,1,"A",1
"7824",7091,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"7825",7091,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"7826",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7827",7091,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"7828",7091,"AB Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"A",1
"7829",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7830",7091,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"7832",7091,"AB Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"D",4
"7833",7091,"AB Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"C",3
"7834",7091,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"7835",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7836",7091,"AB Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"C",3
"7837",7091,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"A",1
"7838",7091,"AB Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"A",1
"7839",7091,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"7840",7091,"AB Social Play or Pass Fearful","MC06_Fea_050%.jpg",5,-1,1,1,"A",1
"7841",7091,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"7842",7091,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"7843",7091,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"7844",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7845",7091,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"7846",7091,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"A",1
"7847",7091,"AB Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"C",3
"7848",7091,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"7849",7091,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"A",1
"7850",7091,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"7851",7091,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"7852",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7853",7091,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",3
"7854",7091,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",2
"7855",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7856",7091,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"7857",7091,"AB Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"B",2
"7858",7091,"AB Social Play or Pass Fearful","MC03_Fea_125%.jpg",12.5,-1,1,1,"A",1
"7859",7091,"AB Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"D",4
"7860",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"7861",7091,"AB Social Play or Pass Fearful","MC09_Hap_150%.jpg",15,1,1,1,"B",2
"7862",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7863",7091,"AB Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"C",3
"7864",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"7865",7091,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"A",1
"7866",7091,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"B",2
"7867",7091,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"C",3
"7868",7091,"AB Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"C",3
"7869",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"7870",7091,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"7871",7091,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"115631",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"C",4
"115641",7092,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"115651",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"B",1
"115661",7092,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"D",2
"115671",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"D",2
"115681",7092,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"115691",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"115701",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"115711",7092,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"115721",7092,"BD Social Play or Pass Sad","MC08_Sad_050%.jpg",5,-1,1,1,"B",1
"115731",7092,"BD Social Play or Pass Sad","MC03_Hap_025%.jpg",2.5,1,1,1,"A",3
"115741",7092,"BD Social Play or Pass Sad","MC01_Hap_075%.jpg",7.5,1,1,1,"C",4
"115751",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"115761",7092,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"115771",7092,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"115781",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"115791",7092,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"115801",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"115811",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"115821",7092,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"115831",7092,"BD Social Play or Pass Sad","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"115841",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"115851",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"115861",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"D",2
"115871",7092,"BD Social Play or Pass Sad","MC09_Sad_125%.jpg",12.5,-1,1,1,"B",1
"115881",7092,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"115891",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"115901",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"115911",7092,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"115921",7092,"BD Social Play or Pass Sad","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"115931",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"115941",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"115951",7092,"BD Social Play or Pass Sad","MC06_Hap_025%.jpg",2.5,1,1,1,"A",3
"115961",7092,"BD Social Play or Pass Sad","MC01_Sad_075%.jpg",7.5,-1,1,1,"B",1
"115971",7092,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"115981",7092,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"B",1
"115991",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"116001",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"116011",7092,"BD Social Play or Pass Sad","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"116021",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"D",2
"116041",7092,"BD Social Play or Pass Sad","MC09_Sad_125%.jpg",12.5,-1,1,1,"C",4
"116051",7092,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"116061",7092,"BD Social Play or Pass Sad","MC06_Sad_100%.jpg",10,-1,1,1,"B",1
"116071",7092,"BD Social Play or Pass Sad","MC06_Sad_450%.jpg",45,-1,1,1,"D",2
"116081",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"116091",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"116101",7092,"BD Social Play or Pass Sad","MC04_Sad_150%.jpg",15,-1,1,1,"B",1
"116111",7092,"BD Social Play or Pass Sad","MC01_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116121",7092,"BD Social Play or Pass Sad","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"116131",7092,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"B",1
"116141",7092,"BD Social Play or Pass Sad","MC02_Sad_150%.jpg",15,-1,1,1,"B",1
"116151",7092,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"C",4
"116161",7092,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"116171",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"116181",7092,"BD Social Play or Pass Sad","MC10_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116191",7092,"BD Social Play or Pass Sad","MC01_Hap_075%.jpg",7.5,1,1,1,"A",3
"116201",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"116211",7092,"BD Social Play or Pass Sad","MC08_Hap_075%.jpg",7.5,1,1,1,"A",3
"116221",7092,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"116231",7092,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"116241",7092,"BD Social Play or Pass Sad","MC04_Sad_100%.jpg",10,-1,1,1,"B",1
"116251",7092,"BD Social Play or Pass Sad","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"116261",7092,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"116271",7092,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"116281",7092,"BD Social Play or Pass Sad","MC01_Sad_075%.jpg",7.5,-1,1,1,"B",1
"116291",7092,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"B",1
"116301",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"D",2
"116311",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"A",3
"116321",7092,"BD Social Play or Pass Sad","MC07_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116331",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"C",4
"116341",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"C",4
"116351",7092,"BD Social Play or Pass Sad","MC04_Sad_450%.jpg",45,-1,1,1,"D",2
"116361",7092,"BD Social Play or Pass Sad","MC07_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116371",7092,"BD Social Play or Pass Sad","MC06_Sad_125%.jpg",12.5,-1,1,1,"B",1
"116381",7092,"BD Social Play or Pass Sad","MC06_Sad_050%.jpg",5,-1,1,1,"B",1
"116391",7092,"BD Social Play or Pass Sad","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"116401",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"116411",7092,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"A",3
"116421",7092,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"116431",7092,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"116451",7092,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"116461",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"116471",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"D",2
"116481",7092,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"116491",7092,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"116501",7092,"BD Social Play or Pass Sad","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"116511",7092,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"A",3
"116521",7092,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"B",1
"116531",7092,"BD Social Play or Pass Sad","MC08_Hap_075%.jpg",7.5,1,1,1,"A",3
"116541",7092,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"116551",7092,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"116561",7092,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"116571",7092,"BD Social Play or Pass Sad","MC06_Sad_125%.jpg",12.5,-1,1,1,"C",4
"116581",7092,"BD Social Play or Pass Sad","MC03_Sad_125%.jpg",12.5,-1,1,1,"B",1
"116591",7092,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"116601",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"116611",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"D",2
"116621",7092,"BD Social Play or Pass Sad","MC10_Hap_025%.jpg",2.5,1,1,1,"A",3
"116631",7092,"BD Social Play or Pass Sad","MC06_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116641",7092,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"116651",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"116661",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"116671",7092,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"B",1
"116681",7092,"BD Social Play or Pass Sad","MC01_Sad_150%.jpg",15,-1,1,1,"B",1
"116691",7092,"BD Social Play or Pass Sad","MC04_Sad_450%.jpg",45,-1,1,1,"D",2
"116701",7092,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"116711",7092,"BD Social Play or Pass Sad","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"116721",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"D",2
"116731",7092,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"116741",7092,"BD Social Play or Pass Sad","MC05_Sad_075%.jpg",7.5,-1,1,1,"B",1
"116751",7092,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"116761",7092,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"116771",7092,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"A",3
"116781",7092,"BD Social Play or Pass Sad","MC01_Sad_025%.jpg",2.5,-1,1,1,"A",3
"116791",7092,"BD Social Play or Pass Sad",NA,0,0,NA,2,"B",1
"116801",7092,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"C",4
"116811",7092,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"116821",7092,"BD Social Play or Pass Sad",NA,0,0,3,2,"D",2
"116831",7092,"BD Social Play or Pass Sad","MC09_Sad_100%.jpg",10,-1,1,1,"B",1
"116841",7092,"BD Social Play or Pass Sad","MC09_Hap_150%.jpg",15,1,1,1,"D",2
"116861",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"C",4
"116871",7093,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"116881",7093,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"116891",7093,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"D",2
"116901",7093,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"116911",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"A",3
"116921",7093,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"116931",7093,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"116941",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"116951",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"116961",7093,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"116971",7093,"BD Social Play or Pass Sad","MC01_Hap_075%.jpg",7.5,1,1,1,"C",4
"116981",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"A",3
"116991",7093,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"117001",7093,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"117011",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"C",4
"117021",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"C",4
"117031",7093,"BD Social Play or Pass Sad","MC08_Sad_050%.jpg",5,-1,1,1,"B",1
"117041",7093,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"117051",7093,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"117061",7093,"BD Social Play or Pass Sad","MC03_Hap_025%.jpg",2.5,1,1,1,"A",3
"117071",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117081",7093,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"117091",7093,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"117101",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117111",7093,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"117121",7093,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"117131",7093,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"117141",7093,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"117151",7093,"BD Social Play or Pass Sad","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"117161",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117171",7093,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"117181",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"A",3
"117191",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117201",7093,"BD Social Play or Pass Sad","MC06_Sad_450%.jpg",45,-1,1,1,"D",2
"117211",7093,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"117221",7093,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"117231",7093,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"117241",7093,"BD Social Play or Pass Sad","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"117251",7093,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"117271",7093,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"117281",7093,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"117291",7093,"BD Social Play or Pass Sad","MC09_Sad_125%.jpg",12.5,-1,1,1,"B",1
"117301",7093,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"117311",7093,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"117321",7093,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"117331",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117341",7093,"BD Social Play or Pass Sad","MC06_Hap_025%.jpg",2.5,1,1,1,"A",3
"117351",7093,"BD Social Play or Pass Sad","MC09_Sad_125%.jpg",12.5,-1,1,1,"C",4
"117361",7093,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"117371",7093,"BD Social Play or Pass Sad","MC01_Sad_075%.jpg",7.5,-1,1,1,"B",1
"117381",7093,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"117391",7093,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"117401",7093,"BD Social Play or Pass Sad","MC04_Sad_450%.jpg",45,-1,1,1,"D",2
"117411",7093,"BD Social Play or Pass Sad","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"117421",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"A",3
"117431",7093,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"117441",7093,"BD Social Play or Pass Sad","MC01_Sad_025%.jpg",2.5,-1,1,1,"A",3
"117451",7093,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"117461",7093,"BD Social Play or Pass Sad",NA,0,0,3,2,"B",1
"117471",7093,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"B",1
"117481",7093,"BD Social Play or Pass Sad","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"117491",7093,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"C",4
