"","Subject","ExperimentName","SocReward1","rewlos3","Srewlos3","card.RESP","ydata","cardname","stim"
"6397",7001,"AB Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"C",3
"6398",7001,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"B",2
"6399",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"B",2
"6400",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"6401",7001,"AB Social Play or Pass Fearful","MC01_Hap_075%.jpg",7.5,1,1,1,"D",4
"6402",7001,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"A",1
"6403",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"6404",7001,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"6405",7001,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",2
"6406",7001,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",2
"6407",7001,"AB Social Play or Pass Fearful","MC08_Fea_050%.jpg",5,-1,1,1,"A",1
"6408",7001,"AB Social Play or Pass Fearful","MC03_Hap_025%.jpg",2.5,1,1,1,"C",3
"6409",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"A",1
"6410",7001,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"D",4
"6411",7001,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"6412",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"6413",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6414",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"6415",7001,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"D",4
"6416",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6417",7001,"AB Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"A",1
"6418",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"6419",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"6420",7001,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"D",4
"6421",7001,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"6422",7001,"AB Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"C",3
"6423",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6424",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"6425",7001,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"D",4
"6426",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"A",1
"6427",7001,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"6428",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"A",1
"6429",7001,"AB Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"A",1
"6430",7001,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"6431",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"6432",7001,"AB Social Play or Pass Fearful","MC06_Fea_450%.jpg",45,-1,1,1,"B",2
"6433",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6434",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"6435",7001,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"A",1
"6436",7001,"AB Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"D",4
"6438",7001,"AB Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"C",3
"6439",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"6440",7001,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",2
"6441",7001,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"6442",7001,"AB Social Play or Pass Fearful","MC06_Fea_100%.jpg",10,-1,1,1,"A",1
"6443",7001,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",3
"6444",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"6445",7001,"AB Social Play or Pass Fearful","MC04_Fea_150%.jpg",15,-1,1,1,"A",1
"6446",7001,"AB Social Play or Pass Fearful","MC06_Hap_025%.jpg",2.5,1,1,1,"C",3
"6447",7001,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"6448",7001,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"6449",7001,"AB Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"C",3
"6450",7001,"AB Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"D",4
"6451",7001,"AB Social Play or Pass Fearful",NA,0,0,NA,2,"D",4
"6452",7001,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"A",1
"6453",7001,"AB Social Play or Pass Fearful","MC02_Fea_150%.jpg",15,-1,1,1,"A",1
"6454",7001,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"6455",7001,"AB Social Play or Pass Fearful","MC04_Fea_100%.jpg",10,-1,1,1,"A",1
"6456",7001,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"6457",7001,"AB Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"B",2
"6458",7001,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",2
"6459",7001,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",3
"6460",7001,"AB Social Play or Pass Fearful","MC01_Fea_025%.jpg",2.5,-1,1,1,"C",3
"6461",7001,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"6462",7001,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"6463",7001,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"6464",7001,"AB Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"D",4
"6465",7001,"AB Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"A",1
"6466",7001,"AB Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"A",1
"6467",7001,"AB Social Play or Pass Fearful","MC10_Fea_025%.jpg",2.5,-1,1,1,"C",3
"6468",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6469",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"6470",7001,"AB Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"A",1
"6471",7001,"AB Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",2
"6472",7001,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"6473",7001,"AB Social Play or Pass Fearful","MC01_Hap_075%.jpg",7.5,1,1,1,"C",3
"6474",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",3
"6475",7001,"AB Social Play or Pass Fearful","MC06_Fea_050%.jpg",5,-1,1,1,"A",1
"6476",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"6477",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"6479",7001,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"6480",7001,"AB Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"C",3
"6481",7001,"AB Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"D",4
"6482",7001,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",2
"6483",7001,"AB Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"C",3
"6484",7001,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"A",1
"6485",7001,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"A",1
"6486",7001,"AB Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"B",2
"6487",7001,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"6488",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"6489",7001,"AB Social Play or Pass Fearful","MC09_Hap_150%.jpg",15,1,1,1,"B",2
"6490",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"6491",7001,"AB Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"C",3
"6492",7001,"AB Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"B",2
"6493",7001,"AB Social Play or Pass Fearful","MC03_Fea_125%.jpg",12.5,-1,1,1,"A",1
"6494",7001,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",3
"6495",7001,"AB Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"D",4
"6496",7001,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"A",1
"6497",7001,"AB Social Play or Pass Fearful","MC01_Fea_150%.jpg",15,-1,1,1,"A",1
"6498",7001,"AB Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"D",4
"6499",7001,"AB Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"C",3
"6500",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6501",7001,"AB Social Play or Pass Fearful","MC09_Hap_150%.jpg",15,1,1,1,"B",2
"6502",7001,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",2
"6503",7001,"AB Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"D",4
"6504",7001,"AB Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"B",2
"6505",7001,"AB Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"A",1
"6506",7001,"AB Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"D",4
"6507",7001,"AB Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"C",3
"6508",7001,"AB Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",2
"6509",7001,"AB Social Play or Pass Fearful","MC05_Fea_075%.jpg",7.5,-1,1,1,"A",1
"6510",7001,"AB Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"C",3
"6511",7001,"AB Social Play or Pass Fearful","MC09_Fea_100%.jpg",10,-1,1,1,"A",1
"6512",7001,"AB Social Play or Pass Fearful","MC06_Fea_050%.jpg",5,-1,1,1,"A",1
"6513",7001,"AB Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",2
"6514",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6515",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"C",3
"6516",7001,"AB Social Play or Pass Fearful",NA,0,0,3,2,"D",4
"6517",7001,"AB Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",2
"6518",7001,"AB Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"D",4
"66431",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"66441",7002,"BD Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"66451",7002,"BD Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"66461",7002,"BD Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"D",2
"66471",7002,"BD Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"66481",7002,"BD Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"66491",7002,"BD Social Play or Pass Fearful","MC01_Hap_075%.jpg",7.5,1,1,1,"C",4
"66501",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"66511",7002,"BD Social Play or Pass Fearful","MC08_Fea_050%.jpg",5,-1,1,1,"B",1
"66521",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"66531",7002,"BD Social Play or Pass Fearful","MC03_Hap_025%.jpg",2.5,1,1,1,"A",3
"66541",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"66551",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"66561",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"66571",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"66581",7002,"BD Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"66591",7002,"BD Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"66601",7002,"BD Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"B",1
"66611",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"66621",7002,"BD Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"66631",7002,"BD Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"66641",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"66651",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"66661",7002,"BD Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"66671",7002,"BD Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"B",1
"66681",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"66691",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"66701",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"66711",7002,"BD Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"66721",7002,"BD Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"66731",7002,"BD Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"B",1
"66741",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"66751",7002,"BD Social Play or Pass Fearful","MC06_Hap_025%.jpg",2.5,1,1,1,"A",3
"66761",7002,"BD Social Play or Pass Fearful","MC06_Fea_100%.jpg",10,-1,1,1,"B",1
"66771",7002,"BD Social Play or Pass Fearful","MC06_Fea_450%.jpg",45,-1,1,1,"D",2
"66781",7002,"BD Social Play or Pass Fearful","MC04_Fea_150%.jpg",15,-1,1,1,"B",1
"66791",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"66801",7002,"BD Social Play or Pass Fearful","MC09_Fea_125%.jpg",12.5,-1,1,1,"C",4
"66811",7002,"BD Social Play or Pass Fearful",NA,0,0,3,2,"A",3
"66821",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"66841",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"66851",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"66861",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",1
"66871",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"66881",7002,"BD Social Play or Pass Fearful","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"66891",7002,"BD Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"66901",7002,"BD Social Play or Pass Fearful","MC02_Fea_150%.jpg",15,-1,1,1,"B",1
"66911",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"66921",7002,"BD Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"C",4
"66931",7002,"BD Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"66941",7002,"BD Social Play or Pass Fearful","MC04_Fea_100%.jpg",10,-1,1,1,"B",1
"66951",7002,"BD Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"66961",7002,"BD Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"66971",7002,"BD Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"D",2
"66981",7002,"BD Social Play or Pass Fearful","MC01_Fea_025%.jpg",2.5,-1,1,1,"A",3
"66991",7002,"BD Social Play or Pass Fearful","MC10_Fea_025%.jpg",2.5,-1,1,1,"A",3
"67001",7002,"BD Social Play or Pass Fearful","MC01_Hap_075%.jpg",7.5,1,1,1,"A",3
"67011",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"67021",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"67031",7002,"BD Social Play or Pass Fearful","MC01_Fea_075%.jpg",7.5,-1,1,1,"B",1
"67041",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",1
"67051",7002,"BD Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"67061",7002,"BD Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"67071",7002,"BD Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"67081",7002,"BD Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"B",1
"67091",7002,"BD Social Play or Pass Fearful","MC06_Fea_050%.jpg",5,-1,1,1,"B",1
"67101",7002,"BD Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"67111",7002,"BD Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"A",3
"67121",7002,"BD Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"A",3
"67131",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"67141",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"67151",7002,"BD Social Play or Pass Fearful","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"67161",7002,"BD Social Play or Pass Fearful","MC07_Fea_025%.jpg",2.5,-1,1,1,"A",3
"67171",7002,"BD Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"67181",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",1
"67191",7002,"BD Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"67201",7002,"BD Social Play or Pass Fearful","MC06_Fea_125%.jpg",12.5,-1,1,1,"C",4
"67211",7002,"BD Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"A",3
"67221",7002,"BD Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"67231",7002,"BD Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"67251",7002,"BD Social Play or Pass Fearful","MC04_Fea_450%.jpg",45,-1,1,1,"D",2
"67261",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"67271",7002,"BD Social Play or Pass Fearful","MC09_Hap_150%.jpg",15,1,1,1,"D",2
"67281",7002,"BD Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"67291",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"67301",7002,"BD Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"67311",7002,"BD Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"A",3
"67321",7002,"BD Social Play or Pass Fearful","MC03_Fea_125%.jpg",12.5,-1,1,1,"B",1
"67331",7002,"BD Social Play or Pass Fearful","MC08_Hap_075%.jpg",7.5,1,1,1,"A",3
"67341",7002,"BD Social Play or Pass Fearful","MC04_Hap_150%.jpg",15,1,1,1,"D",2
"67351",7002,"BD Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"B",1
"67361",7002,"BD Social Play or Pass Fearful","MC09_Hap_150%.jpg",15,1,1,1,"D",2
"67371",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"67381",7002,"BD Social Play or Pass Fearful","MC01_Fea_150%.jpg",15,-1,1,1,"B",1
"67391",7002,"BD Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"67401",7002,"BD Social Play or Pass Fearful","MC05_Hap_075%.jpg",7.5,1,1,1,"C",4
"67411",7002,"BD Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"67421",7002,"BD Social Play or Pass Fearful","MC10_Hap_025%.jpg",2.5,1,1,1,"A",3
"67431",7002,"BD Social Play or Pass Fearful","MC06_Fea_025%.jpg",2.5,-1,1,1,"A",3
"67441",7002,"BD Social Play or Pass Fearful","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"67451",7002,"BD Social Play or Pass Fearful","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"67461",7002,"BD Social Play or Pass Fearful","MC07_Hap_075%.jpg",7.5,1,1,1,"C",4
"67471",7002,"BD Social Play or Pass Fearful","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"67481",7002,"BD Social Play or Pass Fearful","MC05_Fea_075%.jpg",7.5,-1,1,1,"B",1
"67491",7002,"BD Social Play or Pass Fearful","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"67501",7002,"BD Social Play or Pass Fearful","MC09_Fea_100%.jpg",10,-1,1,1,"B",1
"67511",7002,"BD Social Play or Pass Fearful",NA,0,0,NA,2,"A",3
"67521",7002,"BD Social Play or Pass Fearful","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"67531",7002,"BD Social Play or Pass Fearful","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"67541",7002,"BD Social Play or Pass Fearful","MC06_Fea_050%.jpg",5,-1,1,1,"B",1
"67551",7002,"BD Social Play or Pass Fearful","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"67561",7002,"BD Social Play or Pass Fearful","MC10_Hap_075%.jpg",7.5,1,1,1,"C",4
"67571",7002,"BD Social Play or Pass Fearful","MC02_Hap_075%.jpg",7.5,1,1,1,"A",3
"67581",7002,"BD Social Play or Pass Fearful","MC04_Hap_075%.jpg",7.5,1,1,1,"A",3
"67591",7002,"BD Social Play or Pass Fearful","MC05_Hap_150%.jpg",15,1,1,1,"B",1
"67601",7002,"BD Social Play or Pass Fearful","MC08_Fea_125%.jpg",12.5,-1,1,1,"C",4
"67611",7002,"BD Social Play or Pass Fearful","MC06_Hap_075%.jpg",7.5,1,1,1,"C",4
"67621",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"67631",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"B",1
"67641",7002,"BD Social Play or Pass Fearful","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"99641",7003,"BD Social Play or Pass Sad",NA,0,0,NA,2,"C",4
"99651",7003,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"B",1
"99661",7003,"BD Social Play or Pass Sad","MC02_Hap_150%.jpg",15,1,1,1,"B",1
"99671",7003,"BD Social Play or Pass Sad","MC04_Hap_150%.jpg",15,1,1,1,"D",2
"99681",7003,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"D",2
"99691",7003,"BD Social Play or Pass Sad","MC07_Hap_075%.jpg",7.5,1,1,1,"A",3
"99701",7003,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"99711",7003,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"99721",7003,"BD Social Play or Pass Sad","MC08_Sad_050%.jpg",5,-1,1,1,"B",1
"99731",7003,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"99741",7003,"BD Social Play or Pass Sad","MC03_Hap_025%.jpg",2.5,1,1,1,"A",3
"99751",7003,"BD Social Play or Pass Sad","MC01_Hap_075%.jpg",7.5,1,1,1,"C",4
"99761",7003,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"99771",7003,"BD Social Play or Pass Sad","MC10_Hap_150%.jpg",15,1,1,1,"D",2
"99781",7003,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"99791",7003,"BD Social Play or Pass Sad","MC02_Hap_075%.jpg",7.5,1,1,1,"C",4
"99801",7003,"BD Social Play or Pass Sad","MC09_Hap_075%.jpg",7.5,1,1,1,"C",4
"99811",7003,"BD Social Play or Pass Sad","MC09_Sad_125%.jpg",12.5,-1,1,1,"B",1
"99821",7003,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"D",2
"99831",7003,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"99841",7003,"BD Social Play or Pass Sad","MC09_Hap_025%.jpg",2.5,1,1,1,"A",3
"99851",7003,"BD Social Play or Pass Sad","MC07_Hap_150%.jpg",15,1,1,1,"B",1
"99861",7003,"BD Social Play or Pass Sad","MC05_Hap_075%.jpg",7.5,1,1,1,"A",3
"99871",7003,"BD Social Play or Pass Sad","MC08_Hap_150%.jpg",15,1,1,1,"D",2
"99881",7003,"BD Social Play or Pass Sad","MC01_Sad_075%.jpg",7.5,-1,1,1,"B",1
"99891",7003,"BD Social Play or Pass Sad","MC04_Hap_075%.jpg",7.5,1,1,1,"C",4
"99901",7003,"BD Social Play or Pass Sad","MC03_Hap_075%.jpg",7.5,1,1,1,"C",4
"99911",7003,"BD Social Play or Pass Sad","MC05_Hap_150%.jpg",15,1,1,1,"D",2
"99921",7003,"BD Social Play or Pass Sad","MC01_Hap_150%.jpg",15,1,1,1,"D",2
"99931",7003,"BD Social Play or Pass Sad","MC04_Hap_025%.jpg",2.5,1,1,1,"A",3
"99941",7003,"BD Social Play or Pass Sad","MC03_Hap_150%.jpg",15,1,1,1,"B",1
