"","Subject","ExperimentName","absmoney1","rewlos","Srewlos","card.RESP","ydata","cardname","stim"
"12423",7001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"12546",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"12610",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"1271",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"12810",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"12910",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"13010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"13110",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"13210",7001,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"13310",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"13410",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"1353",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"13610",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"13710",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"13810",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"1394",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14110",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"14210",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"14310",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14410",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"14510",7001,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"14610",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"1476",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"14810",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"14910",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15110",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"15210",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"15310",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"15410",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"1558",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15610",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"15710",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15810",7001,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"1599",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"16010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16110",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16210",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"16310",7001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16510",7001,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"16610",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"16710",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"1681",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"16910",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"17010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17110",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"17210",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"17310",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17410",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"17510",7001,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"1763",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17710",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"17810",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"17910",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"1804",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"18110",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"18210",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"18310",7001,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"18410",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"18510",7001,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"18610",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"18710",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"1886",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"18910",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"19010",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"19110",7001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"19210",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"19310",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"19410",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"19510",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"1968",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"19710",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"19810",7001,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"19910",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"2009",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"20110",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"20210",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"20310",7001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"20410",7001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"20610",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"20710",7001,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"20810",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"2091",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"21010",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"21110",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"21210",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"21310",7001,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"21410",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"21510",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"21610",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"2173",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"21810",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"21910",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"22010",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"22110",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"22210",7001,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"22310",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"22410",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"2255",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"22610",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"22710",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"22810",7001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"2296",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"23010",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"23110",7001,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"23210",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"23310",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"23410",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"23510",7001,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"23610",7001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"2378",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"23810",7001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"23910",7001,"playorpass - Version 2",0,0,0,1,1,"A",3
"24010",7001,"playorpass - Version 2",100,1,1,1,1,"B",1
"24110",7001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"24210",7001,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"24310",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"24410",7001,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"24510",7001,"playorpass - Version 2",100,1,1,1,1,"D",2
"1",7002,"playorpass - Version 1",NA,0,0,NA,2,"D",4
"2",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"3",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"4",7002,"playorpass - Version 1",NA,0,0,NA,2,"B",2
"5",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"6",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"7",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"8",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"9",7002,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"10",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"11",7002,"playorpass - Version 1",NA,0,0,3,2,"C",3
"12",7002,"playorpass - Version 1",NA,0,0,3,2,"D",4
"13",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"14",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"15",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"16",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"17",7002,"playorpass - Version 1",NA,0,0,3,2,"D",4
"18",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"19",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"20",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"21",7002,"playorpass - Version 1",NA,0,0,3,2,"C",3
"22",7002,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"23",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"24",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"25",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"26",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"27",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"28",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"29",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"30",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"31",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"32",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"33",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"34",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"35",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"36",7002,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"37",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"38",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"39",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"40",7002,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"42",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"43",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"44",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"45",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"46",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"47",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"48",7002,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"49",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"50",7002,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"51",7002,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"52",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"53",7002,"playorpass - Version 1",NA,0,0,NA,2,"D",4
"54",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"55",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"56",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"57",7002,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"58",7002,"playorpass - Version 1",NA,0,0,3,2,"C",3
"59",7002,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"60",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"61",7002,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"62",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"63",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"64",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"65",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"66",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"67",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"68",7002,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"69",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"70",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"71",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"72",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"73",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"74",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"75",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"76",7002,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"77",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"78",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"79",7002,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"80",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"81",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"83",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"84",7002,"playorpass - Version 1",NA,0,0,NA,2,"D",4
"85",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"86",7002,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"87",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"88",7002,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"89",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"90",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"91",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"92",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"93",7002,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"94",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"95",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"96",7002,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"97",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"98",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"99",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"100",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"101",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"102",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"103",7002,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"104",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"105",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"106",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"107",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"108",7002,"playorpass - Version 1",NA,0,0,3,2,"A",1
"109",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"110",7002,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"111",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"112",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"113",7002,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"114",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"115",7002,"playorpass - Version 1",0,0,0,1,1,"C",3
"116",7002,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"117",7002,"playorpass - Version 1",100,1,1,1,1,"A",1
"118",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"119",7002,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"120",7002,"playorpass - Version 1",NA,0,0,3,2,"B",2
"121",7002,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"122",7002,"playorpass - Version 1",100,1,1,1,1,"B",2
"124",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"125",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"126",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"127",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"128",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"129",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"130",7003,"playorpass - Version 1",NA,0,0,3,2,"D",4
"131",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"132",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"133",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"134",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"135",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"136",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"137",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"138",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"139",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"140",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"141",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"142",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"143",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"144",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"145",7003,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"146",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"147",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"148",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"149",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"150",7003,"playorpass - Version 1",NA,0,0,3,2,"D",4
"151",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"152",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"153",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"154",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"155",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"156",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"157",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"158",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"159",7003,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"160",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"161",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"162",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"163",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"165",7003,"playorpass - Version 1",NA,0,0,3,2,"D",4
"166",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"167",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"168",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"169",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"170",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"171",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"172",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"173",7003,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"174",7003,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"175",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"176",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"177",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"178",7003,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"179",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"180",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"181",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"182",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"183",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"184",7003,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"185",7003,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"186",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"187",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"188",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"189",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"190",7003,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"191",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"192",7003,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"193",7003,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"194",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"195",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"196",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"197",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"198",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"199",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"200",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"201",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"202",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"203",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"204",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"206",7003,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"207",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"208",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"209",7003,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"210",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"211",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"212",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"213",7003,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"214",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"215",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"216",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"217",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"218",7003,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"219",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"220",7003,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"221",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"222",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"223",7003,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"224",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"225",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"226",7003,"playorpass - Version 1",NA,0,0,3,2,"D",4
"227",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"228",7003,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"229",7003,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"230",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"231",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"232",7003,"playorpass - Version 1",NA,0,0,3,2,"C",3
"233",7003,"playorpass - Version 1",NA,0,0,3,2,"B",2
"234",7003,"playorpass - Version 1",NA,0,0,3,2,"D",4
"235",7003,"playorpass - Version 1",NA,0,0,3,2,"A",1
"236",7003,"playorpass - Version 1",0,0,0,1,1,"C",3
"237",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"238",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"239",7003,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"240",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"241",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"242",7003,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"243",7003,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"244",7003,"playorpass - Version 1",100,1,1,1,1,"A",1
"245",7003,"playorpass - Version 1",100,1,1,1,1,"B",2
"24710",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"24810",7004,"playorpass - Version 2",100,1,1,1,1,"B",1
"24910",7004,"playorpass - Version 2",NA,0,0,3,2,"B",1
"2501",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"25110",7004,"playorpass - Version 2",NA,0,0,3,2,"D",2
"25210",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"25310",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"25410",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"25510",7004,"playorpass - Version 2",NA,0,0,3,2,"B",1
"25610",7004,"playorpass - Version 2",NA,0,0,3,2,"B",1
"25710",7004,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"2583",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"25910",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"26010",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"26110",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"26210",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"26310",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"26410",7004,"playorpass - Version 2",100,1,1,1,1,"B",1
"26510",7004,"playorpass - Version 2",NA,0,0,3,2,"D",2
"2665",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"26710",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"26810",7004,"playorpass - Version 2",NA,0,0,3,2,"B",1
"26910",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"2706",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"27110",7004,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"27210",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"27310",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"27410",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"27510",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"27610",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"27710",7004,"playorpass - Version 2",100,1,1,1,1,"B",1
"2788",7004,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"27910",7004,"playorpass - Version 2",NA,0,0,3,2,"A",3
"28010",7004,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"28110",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"2829",7004,"playorpass - Version 2",NA,0,0,3,2,"B",1
"28310",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"28410",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"28510",7004,"playorpass - Version 2",0,0,0,1,1,"A",3
"28610",7004,"playorpass - Version 2",100,1,1,1,1,"D",2
"28810",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"28910",7004,"playorpass - Version 2",NA,0,0,3,2,"D",2
"29010",7004,"playorpass - Version 2",100,1,1,1,1,"B",1
"29110",7004,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"29210",7004,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"29310",7004,"playorpass - Version 2",NA,0,0,3,2,"C",4
"29410",7004,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"2952",7004,"playorpass - Version 2",0,0,0,1,1,"A",3
"29610",7004,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"29710",7004,"playorpass - Version 2",100,1,1,1,1,"B",1
