"","Subject","ExperimentName","absmoney1","rewlos","Srewlos","card.RESP","ydata","cardname","stim"
"1446",7023,"playorpass - Version 1",100,1,1,1,1,"A",1
"1447",7023,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1448",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1449",7023,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1450",7023,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1451",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1452",7023,"playorpass - Version 1",100,1,1,1,1,"B",2
"1453",7023,"playorpass - Version 1",0,0,0,1,1,"C",3
"1454",7023,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1455",7023,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"1456",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1457",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1458",7023,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"1459",7023,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"1460",7023,"playorpass - Version 1",100,1,1,1,1,"B",2
"1461",7023,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1462",7023,"playorpass - Version 1",0,0,0,1,1,"C",3
"1463",7023,"playorpass - Version 1",100,1,1,1,1,"B",2
"1464",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1465",7023,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1466",7023,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1467",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1468",7023,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1469",7023,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1470",7023,"playorpass - Version 1",100,1,1,1,1,"A",1
"1471",7023,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"1472",7023,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1473",7023,"playorpass - Version 1",100,1,1,1,1,"B",2
"1474",7023,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1475",7023,"playorpass - Version 1",100,1,1,1,1,"B",2
"14771",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14781",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"14791",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"14801",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"14811",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"14821",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"14831",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14841",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"14851",7024,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"14861",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"14871",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"14881",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14891",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"14901",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"14911",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"14921",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14931",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14941",7024,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"14951",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"14961",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"14971",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"14981",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"14991",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15001",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15011",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15021",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15031",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15041",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15051",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15061",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15071",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15081",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15091",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15101",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15111",7024,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"15121",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15131",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15141",7024,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"15151",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15161",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15181",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15191",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15201",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"15211",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15221",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15231",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15241",7024,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"15251",7024,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"15261",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15271",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"15281",7024,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"15291",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15301",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15311",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15321",7024,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"15331",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15341",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15351",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15361",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15371",7024,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"15381",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15391",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15401",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15411",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15421",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15431",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15441",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15451",7024,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"15461",7024,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"15471",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15481",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15491",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15501",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15511",7024,"playorpass - Version 2",100,1,1,1,1,"B",1
"15521",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15531",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15541",7024,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"15551",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15561",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15571",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15591",7024,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"15601",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15611",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15621",7024,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"15631",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15641",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15651",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15661",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15671",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15681",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15691",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15701",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15711",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15721",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15731",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15741",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15751",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15761",7024,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"15771",7024,"playorpass - Version 2",0,0,0,1,1,"A",3
"15781",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15791",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15801",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15811",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15821",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15831",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"15841",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15851",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15861",7024,"playorpass - Version 2",NA,0,0,3,2,"D",2
"15871",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15881",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15891",7024,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"15901",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15911",7024,"playorpass - Version 2",NA,0,0,3,2,"A",3
"15921",7024,"playorpass - Version 2",NA,0,0,3,2,"A",3
"15931",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15941",7024,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"15951",7024,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"15961",7024,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"15971",7024,"playorpass - Version 2",NA,0,0,3,2,"B",1
"15981",7024,"playorpass - Version 2",100,1,1,1,1,"D",2
"1477",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1478",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1479",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1480",7025,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1481",7025,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1482",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1483",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1484",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1485",7025,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"1486",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1487",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1488",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1489",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1490",7025,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1491",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1492",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1493",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1494",7025,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"1495",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1496",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1497",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1498",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1499",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1500",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1501",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1502",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1503",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1504",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1505",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1506",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1507",7025,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"1508",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1509",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1510",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1511",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1512",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1513",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1514",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1515",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1516",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1518",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1519",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1520",7025,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"1521",7025,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"1522",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1523",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1524",7025,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"1525",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1526",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1527",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1528",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1529",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1530",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1531",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1532",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1533",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1534",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1535",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1536",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1537",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1538",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1539",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1540",7025,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"1541",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1542",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1543",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1544",7025,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"1545",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1546",7025,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1547",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1548",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1549",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1550",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1551",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1552",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1553",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1554",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1555",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1556",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1557",7025,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1559",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1560",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1561",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1562",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1563",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1564",7025,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1565",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1566",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1567",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1568",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1569",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1570",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1571",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1572",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1573",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1574",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1575",7025,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"1576",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1577",7025,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1578",7025,"playorpass - Version 1",NA,0,0,3,2,"B",2
"1579",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1580",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1581",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1582",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1583",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1584",7025,"playorpass - Version 1",NA,0,0,3,2,"A",1
"1585",7025,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"1586",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1587",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1588",7025,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"1589",7025,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"1590",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1591",7025,"playorpass - Version 1",NA,0,0,3,2,"C",3
"1592",7025,"playorpass - Version 1",0,0,0,1,1,"C",3
"1593",7025,"playorpass - Version 1",100,1,1,1,1,"A",1
"1594",7025,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"1595",7025,"playorpass - Version 1",NA,0,0,3,2,"D",4
"1596",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"1597",7025,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"1598",7025,"playorpass - Version 1",100,1,1,1,1,"B",2
"16001",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16011",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16021",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16031",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16041",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16051",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16061",7026,"playorpass - Version 2",NA,0,0,3,2,"C",4
"16071",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16081",7026,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"16091",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16101",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16111",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16121",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16131",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16141",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16151",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16161",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16171",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16181",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16191",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16201",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16211",7026,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"16221",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16231",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16241",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16251",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16261",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16271",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16281",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16291",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16301",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16311",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16321",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16331",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16341",7026,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"16351",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16361",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16371",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16381",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16391",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16411",7026,"playorpass - Version 2",NA,0,0,NA,2,"C",4
"16421",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16431",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16441",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16451",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16461",7026,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"16471",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16481",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"16491",7026,"playorpass - Version 2",NA,0,0,3,2,"C",4
"16501",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16511",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16521",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16531",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16541",7026,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"16551",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"16561",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16571",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16581",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16591",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16601",7026,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"16611",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16621",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16631",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16641",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16651",7026,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"16661",7026,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"16671",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16681",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"16691",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"16701",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16711",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16721",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16731",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16741",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16751",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16761",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16771",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16781",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16791",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16801",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16821",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16831",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16841",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"16851",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16861",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16871",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16881",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16891",7026,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"16901",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"16911",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16921",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"16931",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16941",7026,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"16951",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"16961",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"16971",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"16981",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"16991",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"17001",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"17011",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"17021",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17031",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17041",7026,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"17051",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"17061",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"17071",7026,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"17081",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"17091",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"17101",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17111",7026,"playorpass - Version 2",100,1,1,1,1,"B",1
"17121",7026,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"17131",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17141",7026,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"17151",7026,"playorpass - Version 2",0,0,0,1,1,"A",3
"17161",7026,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"17171",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17181",7026,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17191",7026,"playorpass - Version 2",NA,0,0,3,2,"D",2
"17201",7026,"playorpass - Version 2",NA,0,0,3,2,"B",1
"17211",7026,"playorpass - Version 2",100,1,1,1,1,"D",2
"17231",7027,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17241",7027,"playorpass - Version 2",100,1,1,1,1,"B",1
"17251",7027,"playorpass - Version 2",100,1,1,1,1,"B",1
"17261",7027,"playorpass - Version 2",100,1,1,1,1,"D",2
"17271",7027,"playorpass - Version 2",100,1,1,1,1,"D",2
"17281",7027,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"17291",7027,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17301",7027,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"17311",7027,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"17321",7027,"playorpass - Version 2",NA,0,0,3,2,"B",1
"17331",7027,"playorpass - Version 2",0,0,0,1,1,"A",3
"17341",7027,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"17351",7027,"playorpass - Version 2",50,0.5,1,1,1,"A",3
