"","subjID","Fit_sep_sess2_Arew","Fit_sep_sess2_Apun","Fit_sep_sess2_K","Fit_sep_sess2_betaF","Fit_sep_sess2_betaP"
"1",2049,0.154336937253951,0.0452530861281314,0.0525088927814475,0.293512768988145,0.397767411026895
"2",2050,0.0973639558197541,0.134721175307253,0.0700787612167817,2.59439965380149,1.33977562266181
"3",2051,0.0835682356041407,0.109198502162222,0.0618079110367649,1.25914408866901,0.872509358151449
"4",2052,0.0904801189473372,0.137304848960978,0.0513369139786129,2.65450132219472,0.808305068771372
"5",2053,0.13851916836604,0.0658685320455468,0.0634223601833891,2.59640358209347,2.17011327812491
"6",2054,0.0688988488117913,0.0755559256016665,0.0637737384588618,0.665908762538827,-0.477698638750946
"7",2055,0.276629964070477,0.031735261580296,0.0676855625205171,2.20176228644941,0.611139737297307
"8",2056,0.107982412056202,0.0676951042590774,0.0671747098716836,1.40582738526487,-0.747731459030767
"9",2058,0.278177083724598,0.0616339283360069,0.0585203691610105,2.01188777728512,1.66604036830727
"10",2060,0.292580178248905,0.0453530391610016,0.0627426959964076,2.35717063814988,1.14567422915371
"11",2061,0.120140922969862,0.117336923919325,0.0635426458822193,2.18668355773216,1.48049131597901
"12",2062,0.119110269857807,0.0391784323956207,0.0577363655081095,0.910979644351407,0.197401978747753
"13",2065,0.248575322437538,0.0376275203350172,0.0567159691726844,1.53796339642481,0.910495233112183
"14",2066,0.075549833427335,0.159904509718977,0.0598368461578891,1.31435991810847,0.317117101087191
"15",2068,0.0535531580857617,0.111464817344094,0.048613123241364,1.90959968788059,1.79739092462136
"16",2069,0.0668073230433916,0.0874311937511071,0.0490331345733878,1.76761696111462,2.04087092937783
"17",2070,0.0960869474393771,0.079645976012571,0.0425857065791695,2.27606775887724,1.16935079575747
"18",2071,0.0338069219569046,0.150180734250601,0.0563451506753056,-0.102475955390808,1.14926339135128
"19",2072,0.0685790449320942,0.214249103551566,0.058586254420351,1.45467773770819,2.79039311645748
"20",2073,0.292323964267888,0.148285249116074,0.0765087776814529,1.82885912856419,1.8938993115488
"21",2074,0.215109185660671,0.085502924255029,0.0617312698851252,3.07623606368665,1.18012260594717
"22",2075,0.054001356446382,0.120634861815056,0.0561512872468862,0.84171777915638,2.9921590580635
"23",2076,0.164059193040414,0.0579443977643741,0.0811947150892825,0.686335886501684,1.43324445918447
"24",2077,0.132336830981196,0.081358230815692,0.0622721590674374,1.47421775328014,2.26833467498347
"25",2078,0.0259567492541735,0.200814573649154,0.057165244537474,-1.55222027406676,0.482559101152133
"26",2079,0.0557897229988058,0.0949958453208989,0.0478773679518602,1.46452173901802,1.04063486403114
"27",2080,0.256938234345787,0.0489064743791908,0.0600142010190345,1.36784134526392,0.379649098716674
"28",2081,0.100872841168575,0.0961058605128122,0.0629846113322161,2.50044886333181,1.57610014647043
"29",2082,0.417941607686115,0.0565040797394335,0.0613791522098813,1.37746954657001,-0.155487117671706
"30",2084,0.0910448736466172,0.091511936824923,0.0597223154832408,2.61996481462332,0.191769432545327
"31",2085,0.186078257719623,0.0587031762661429,0.0576669445935922,0.357734776988499,0.149909763203097
"32",2087,0.0403872827418128,0.0903802875432475,0.0417427702002161,0.947828568103579,1.91832908046669
"33",2088,0.180539281793219,0.0386097449981107,0.0701834600880101,1.06381529838488,1.11198016425276
"34",2089,0.117289624983094,0.0872464460184867,0.0538937224965539,1.5638894346817,1.68302189441266
"35",2091,0.175280399486671,0.116680450954478,0.0582333717026009,2.63478074731701,0.243477969776476
"36",2092,0.0788471687998685,0.169165093991632,0.0712571192030985,2.1638362219728,1.74255214732526
"37",2095,0.291792737817645,0.0406249433116816,0.0548680316352463,0.940665185347991,1.08514013170542
"38",2097,0.112434055345714,0.0771479843516437,0.0811676524941293,0.918480579442971,1.73144879279622
"39",2099,0.0611679325263653,0.098199193819665,0.0641644580376649,1.58685650296462,0.633487147797501
